,steady state,ts 1 slope,ts 1 std,ts 2 slope,ts 2 std,ts 3 slope,ts 3 std,ts 4 slope,ts 4 std,ts 5 slope,ts 5 std,ts 6 slope,ts 6 std,ts 7 slope,ts 7 std,ts 8 slope,ts 8 std,ts 9 slope,ts 9 std,ts 10 slope,ts 10 std,ts 11 slope,ts 11 std,ts 12 slope,ts 12 std,ts 13 slope,ts 13 std,ts 14 slope,ts 14 std,ts 15 slope,ts 15 std,ts 16 slope,ts 16 std,ts 17 slope,ts 17 std,ts 18 slope,ts 18 std,ts 19 slope,ts 19 std,ts 20 slope,ts 20 std
0,0.0008298300308216946,-1.798990928683296,0.0017769717388336807,-1.7793672423251297,0.0020135689192387943,-1.7980290234307346,0.002324849347643335,-1.8177092413548999,0.0013328303587188276,-1.722311143018351,0.0019358676583485581,-1.7990756157034702,0.002137391025602854,-1.7326778682862645,0.001990061211878476,-1.843935611520408,0.0017886358842425897,-1.7802409952287055,0.0019700508195574147,-1.7539740861185553,0.002000060846388089,-1.804425545129205,0.0021984242895136032,-1.810196877632687,0.002080517715627956,-1.7590200070959188,0.0018180968678704998,-1.7654297889649495,0.0018193000201513019,-1.7279972508613317,0.002172901082836056,-1.8302840343247937,0.002165378041644315,-1.7210534027422786,0.002249657214924762,-1.7457536856794578,0.002058484219322939,-1.7943663374970003,0.0011561526121735288,-1.8415550037560857,0.0018070981538907008
1,0.0009795909998061546,-1.733502613629364,0.0015414865851706753,-1.7488013890814151,0.00213553898049117,-1.7783543222456974,0.001884380601576787,-1.6989828738996995,0.002080161465434972,-1.8136158224376286,0.002152899363359658,-1.7522574869502727,0.002121374749238155,-1.7147981306083206,0.0019444962331213289,-1.7481547929600332,0.002338204116360208,-1.8119725380836484,0.0020023165100457076,-1.7404854682753488,0.0015147168630143034,-1.7405460917859863,0.002162706296157701,-1.7807382184508902,0.0023842146777914622,-1.8232643520598428,0.00217422535910344,-1.7631666283940521,0.0020436442964850885,-1.826219504045702,0.0019172341987553024,-1.8598675627018015,0.0017891220496283019,-1.7925254984758086,0.0019581224697950237,-1.8060263849718357,0.0022517768220660104,-1.7327957817691226,0.001987185187730724,-1.7365086973408885,0.0021676485481462097
2,0.0012169676470236712,-1.774681105443329,0.00207085010814613,-1.806903389835412,0.0019334255804918498,-1.7981526939377892,0.0019088182164188794,-1.7089734536459007,0.002170733981669076,-1.7802479320425109,0.0006823963132013315,-1.7926855348193902,0.0023510628436335017,-1.75853911876472,0.0010292595554622249,-1.729315521965925,0.0023081755130421678,-1.768503490970425,0.0021386683464286967,-1.8530086853011727,0.0019915465478896658,-1.7428633367784079,0.0011941448769218475,-1.78845652829711,0.0019971848800805518,-1.7763210047047873,0.0014074079637138813,-1.7490830919948226,0.002051583985524528,-1.8214940301194023,0.002073713865359966,-1.7566610341002862,0.001884205461926634,-1.8359786235117828,0.0009622928272208757,-1.7364105941594299,0.00150651394919122,-1.8041087635350181,0.002114288805341808,-1.765287418811575,0.0017676857433028108
3,0.0012368360994120466,-1.7885571041343808,0.002027739043351221,-1.7743316899073873,0.0019364406544517428,-1.7705510570523724,0.0021606782850619503,-1.7649351855360071,0.001051513266766812,-1.789545441785704,0.0019801072429969867,-1.8295234805583411,0.0019684783876704947,-1.7594248416590832,0.002085428512751271,-1.7246138130559088,0.001781866905316467,-1.8146824060089481,0.0021609285041352976,-1.730796610749224,0.0020721639082966455,-1.7866025964216505,0.0016945475049651663,-1.7561170691152004,0.0020177834682378803,-1.7623541312020514,0.002026075400974389,-1.7537562024593119,0.0012275345708802332,-1.7504594131114566,0.0011598005089096823,-1.7483379988308962,0.002112762255997083,-1.834937003323974,0.002193060419438077,-1.7847429610215844,0.0009517635581258262,-1.8325530731131179,0.0018677073318107999,-1.7977300298118093,0.0014990087145397581
4,0.0014208068032119652,-1.771776778135991,0.002012675485448089,-1.795816525263649,0.0008380137364378454,-1.7793672258409519,0.00198100245182738,-1.791350503985318,0.002380048656846477,-1.75527290619143,0.0005349932242917283,-1.7377764125989281,0.001994978800748191,-1.7998282369962737,0.0011019291803752449,-1.671818122528898,0.0021319297447512857,-1.7067354827613759,0.0018850820434497485,-1.7695894956739902,0.0019387980792209326,-1.7133972082897784,0.0019826134751876646,-1.7178295353841246,0.0017957430537267748,-1.7713557272301068,0.0019371157160787713,-1.7615456038222643,0.0016510721069815492,-1.8065871201360515,0.0021458995186176204,-1.7747405365620699,0.0014539019906417024,-1.7765444063941764,0.0019471343021266933,-1.7499454276270987,0.0022313379819199164,-1.846368821967173,0.0020633474906276194,-1.7819793066903966,0.0010548630299685635
5,0.0013454954745201534,-1.7374621685862643,0.0020446232045772646,-1.7319849620020673,0.001811714081451178,-1.7428121174532631,0.0018568870192300006,-1.7386916757450233,0.0022582502436757548,-1.7584436587735934,0.0006505019777297118,-1.7871998366583928,0.0020523928574364392,-1.7892442729211155,0.001503050177565633,-1.7441968259007172,0.0021032955091834656,-1.7535016302549615,0.0015116439805171597,-1.78154389868029,0.0013669675391673058,-1.7542267581145492,0.0022607545072775366,-1.7857931214184761,0.0019407813147964597,-1.7817799013205513,0.0011253207722544646,-1.782032681963575,0.002095974840889142,-1.7440697802704517,0.0020709089785974823,-1.75030409565292,0.0018789675751332295,-1.792660877068091,0.002224837951454055,-1.7273034218613548,0.0019314768549125263,-1.7013190398161613,0.002365866691148908,-1.7823698358198794,0.002017669833704389
6,0.001811384509693473,-1.8285611639477,0.0019322889614495256,-1.7598483621438483,0.001677272697848347,-1.8159881017283375,0.0019741047880780993,-1.6865778726870504,0.001667158344773863,-1.730401406093715,0.0020870041058558986,-1.6598082129608023,0.0017644748725464622,-1.7981681046282856,0.0020570076905602717,-1.753771928739886,0.0015957577023715214,-1.7579629819920557,0.0008840913692239823,-1.7169443523007677,0.0019436005002321682,-1.77909980799101,0.0017085414126104589,-1.8048949225315825,0.002364936507262611,-1.7101018377183261,0.001954658426812775,-1.6963245307330932,0.0021367531655533483,-1.7378794424444934,0.0023255689166282786,-1.782413127813071,0.0017457859190319824,-1.8051555966313102,0.0020342417033053775,-1.8215595347886142,0.0020840766982196586,-1.734049432306495,0.0022338112552104275,-1.7380169334785214,0.0018808486288298032
7,0.0017433060228262691,-1.7295872911436871,0.00209841831788657,-1.7740206735372794,0.0008230092153191952,-1.7664129540928903,0.0020287648699797113,-1.7658324941131154,0.0012355822762427722,-1.7633559528201834,0.0019290224091283875,-1.7209731313361627,0.0018924582022089664,-1.7749840018309424,0.0019293108069449274,-1.8032437592140664,0.0021173143465279373,-1.9219343544993495,0.0019614083544429897,-1.7667638194949904,0.0006497068253461021,-1.75114166989943,0.0022309700288124868,-1.834689855428877,0.0005764338552696238,-1.7645532371259844,0.0018608903229237247,-1.7459190915232605,0.0022021099320975023,-1.7683370636328029,0.0015933322291299189,-1.7554870486103018,0.002349909058652518,-1.6858807917735472,0.0022937627517858193,-1.824159106713853,0.0020342024056051937,-1.7380890715877924,0.0021052028415846644,-1.7982613314858635,0.0018948853736520915
8,0.0017543209896247296,-1.8670759524757095,0.002194306892240611,-1.7621387049487165,0.0016156939351865498,-1.8519508002350062,0.0021919540858593464,-1.7483742802019038,0.002289962316948425,-1.7535391837365408,0.0013288822997206333,-1.7669069168328138,0.002273175437806671,-1.8424833081460041,0.0019946400182290764,-1.7689819377490161,0.0020391599931474445,-1.8379237178767194,0.001978417835878995,-1.775268918557777,0.0010077816176254275,-1.828505996057165,0.0017197093605794802,-1.734861089464192,0.0014990018506613658,-1.8078618549174563,0.0020811384936560992,-1.8510616075979622,0.001763373788865421,-1.762553584470761,0.0018359005877310462,-1.74423896539181,0.0019212561781429957,-1.793635352814406,0.0008738525217203565,-1.7396960875279093,0.0013226417497066796,-1.814761809070002,0.001067605321817617,-1.7490246485595669,0.0020272185357262515
9,0.0020732333426127392,-1.7474408688654903,0.001980072379204253,-1.8120181147766483,0.0012739352791231956,-1.898204765106065,0.0022050805711886006,-1.8057343169364335,0.0007412860408204523,-1.8151587436878236,0.001996113629619003,-1.7529713922886616,0.0019708732228571656,-1.9141959223159015,0.0022239999499509173,-1.8384654784519772,0.0008357766028997414,-1.7403989164110423,0.00218781240993223,-1.7902846231429075,0.001463849987445682,-1.7615696040322149,0.0019079796254217794,-1.7950165534958078,0.0007057924295808741,-1.755251335959085,0.0022180895737085337,-1.7615919356953855,0.0019509590724284338,-1.7665995936411518,0.002332432528284043,-1.7417483802781981,0.0022614173801688707,-1.8239057675956307,0.0014113188112306438,-1.862318630642854,0.0020728998635296063,-1.77537470453803,0.001801462048926303,-1.7565046018203505,0.002395596678273323
