35	22	32	69	17	18	50	120	108	145	288	155.1689	170	159	233	85	3.984891	4.705001	5.019088	4	15.50122	16	196	58	11	116	85	26.36742	33	205.4522	256	11	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2.628182	1.669091
20	49	20	74	133	179	190	103	34	7	20	86.29015	22	63	127	80	55.7068	25.8568	13.59714	22	17.5	1	72	33	46	207	214	97.42422	129	33.30791	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
72	42	204	75	186	195	64	47	20	157	61	98	16	44	43	18	20.83379	20.44824	21.31548	23	70.5	1	29	8	29	90	144	66.79999	249	38.84377	160	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	0	0	0	0
103	64	188	112	148	107	65	41	36	75	44	47.5	21	68	111	60	85.14051	130.6212	118.0169	30	53	29	70	21	35	105	129	75.1037	213	54.68499	89	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0
1	0	1	0	0	0	2	0	0	3	0	0.5	0	2	0	0	0.6674377	5.793191	5.859769	0	1	0	0	0	5	0	1	0.1194839	0	1.586207	0	553	616	46	139	1	0	14	45	0	0	1	4	0	2.50505	3	4	8.519914	0	9.323243	4.436757
49	42	27	56	19	70	42	41	28	16	17	24.5	12	40	109	50	31.89983	85.97051	93.67551	7	5.5	9	114	122	288	175	80	180.0661	65	111.7048	76	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	9	26	25	29	20	18	8	5	45	6	28.5	4	13	5	5	5.427165	11.41909	10.35996	6	22	1	18	3	17	75	44	20.00683	131	11.7678	40	9	0	34	21	114	80.41415	287	25	195	213	118	92	0	3.241045	3	49	14.13514	31.16608	42.42743	21.03995
50	60	147	129	52	79	42	62	41	62	130	107.5	108	73	63	65	21.14332	34.5676	38.21348	42	39.5	2	41	38	22	100	169	65.66151	250	58.36108	163	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	38	45	25	33	29	12	9	3	20	14	20.5	5	18	10	3	4.925632	34.36217	38.92402	3	5.719246	1	0	1	0	6	9	2.946658	39	2.933333	0	4	95	87	4.930119	57	52.44475	63	36	134	47	143	59	12	88.68066	72	38	35.39631	51.97005	176.6966	205.5201
13	50	114	102	173	146	143	57	39	70	71	130.3663	34	65	25	24	9.916743	12.97956	24.55007	38	9.5	0	47	6	36	109	121	80.795	113	30.21009	124	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
22	20	24	9	17	26	23	33	32	37	50	26	27	18	33	42	32.32703	60.15087	61.60083	27	35.5	61	24	17	26	26	22	19.32886	16	41.34744	17	2	18	16	22.5	53	125.1841	69	78	37	33	39	73	63	85.19795	72	371	42.57931	26.5631	5.778825	2.700164
0	32	222	57	0	173	40	116	74	9	48	2	72	64	51	61	202.6173	94.77118	21.74926	6	14	0	0	0	0	0	0	0	1	0.7724868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3229412	1.960336
6	1	10	5	10	4	5	1	0	4	0	5.5	1	4	0	0	2.213593	0.5784273	0	2	9	0	2	3	1	9	10	0.4690265	25	0.9470458	9	5	38	110	287.5	60	21.33063	116	8	143	104	129	33	2	42.06225	9	166	32.84833	21.15158	119.9768	183.0971
253	139	38	35	78	5	15	42	100	37	9	9.936111	39	35	62	25	34.14388	262.8727	276.3953	142	21	10	95	4	6	2	15	24.02406	39	40.16792	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	79	32	43	27	18	6	34	29	37	36	11.5	18	25	12	29	4.70642	20.66052	21.64977	8	19.5	2	38	20	2	15	9	21.5873	9	12.18519	10	4	13	43	21	53	39.48488	29	30	24	39	53	25	207	36.43581	29	5	45.03	55.3271	65.38772	63.10493
19	18	8	10	6	9	3	4	4	4	5	4.25	2	15	5	4	1.150676	15.04165	16.30868	5	0.5	4	8	2	1	6	1	4.321674	10	7.253806	3	0	0	58	40.5	53	43.87234	29	61	67	49	61	40	397	66.01818	46	7	43.20482	157.3875	142.7635	70.62932
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	6	282.2456	73	0	94.96308	86.34346	221.6774	281.9489
19	58	22	39	21	42	41	28	40	26	20	29.5	36	40	32	15	31.65904	31.30465	37.20523	53	19	40	22	52	41	17	6	15.39527	14	38.87703	10	1	4	6	5.688889	6	17.00537	3	28	33	32	24	17	58	39.24793	46	28	33.9699	39.92461	75.16914	40.4622
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	129.5115	920.9611
3	17	15	78	2	1	3	6	26	4	0	0	0	10	28	51	17.45839	21.93903	19.0933	12	25	5	35	10	32	182	308	54.62973	126	127.3557	274	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0.08139026	0.7463561	0.6975309	0	0	0	0	0	0	0	0	1.026909	0	0	0	1	265	78	153.3384	120	53.13193	29	34	106	69	34	33	71	85.66803	30	1	9.852559	14.83395	58.55455	52.27966
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	15	123.1329	133	0	144.6015	0	153.8198	358.4817
37	31	36	69	6	4	4	3	15	34	7	7.951389	2	10	9	15	3.358163	53.17734	56.29326	12	10.5	9	29	5	3	15	5	20.54548	8	7	7	2	0	0	0	0	1.518519	2	0	0	3	21	9	133	39.5707	19	0	6.581713	13.47504	163.8527	231.9935
139	72	21	33	10	24	0	33	51	7	15	20	49	14	24	10	37.37855	58.97694	52.64733	60	8.957112	24	34	1	4	3	4	4	4	13.84141	2	2	0	6	26.5	4	10.87935	1	14	3	0	5	1	24	3.578931	1	1	1.458093	52.68805	110.6121	55.60925
11	44	18	13	12	8	41	24	16	15	30	42.4854	71	98	19	53	10.31316	17.40283	20.40997	25	60.58923	3	140	19	110	66	61	20.20704	19	67.11803	16	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	21	82	32	40	40	21	14	13	37	13	24	9	21	33	8	15.76501	20.71059	18.5777	18	12	6	14	6	11	13	24	14.71901	61	13.32108	39	4	4	20	32	33	42.53586	10	17	22	12	13	45	9	37.65973	19	16	12.64212	19.94466	45.58333	22.11111
28	132	22	2	34	12	47	29	13	8	12	1.457014	20	63	29	10	2.325508	5.383643	30.57838	123	18.5	0	86	49	6	50	64	24.88525	28	21.06785	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8	2	16	31	85	64	43	19	4	6	45.16106	11	23	45	38	16.68556	6.008045	7.365994	6	7	1	32	18	19	95	104	53.67393	47	13.78557	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0
2	1	9	3	2	5	0	0	0	4	2	2	0	1	1	0	0	0	0	2	1	0	1	0	1	2	3	1.791611	13	0.6	1	1	80	51	116.5	46	41.67918	41	17	69	58	95	51	5	33.38827	15	5	23.17927	10.38769	40.57254	48.80931
30	4	30	29	59	24	42	14	22	56	26	48.75009	43	24	8	19	22.94222	28.29238	25.37476	20	135.5329	0	34	3	26	106	35	82.3342	12	3.27136	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10	16	7	14	13	6	5	5	15	3	11	1	3	2	2	0.1213941	0.94207	2.315203	2	2.8125	0	3	0	1	8	6	2.76535	7	0.2275132	1	0	18	3	166.5	31	25.48884	124	7	60	40	80	21	9	12.2208	12	101	8.868929	19.95407	55.88181	63.82357
0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	10	1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
26	15	34	68	105	26	13	36	21	36	25	22	7	71	18	4	10.31419	16.73896	23.32882	26	8	1	17	3	16	54	40	39.29897	124	19.10318	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	26	68	45	64	82	43	20	18	28	13	14	8	32	32	14	18.00805	17.08057	20.20575	25	16.47059	4	14	11	7	32	44	41.82616	31	9.578766	41	0	0	0	0.5	1	0	0	1	1	0	0	0	0	1.144928	1	112	0.166524	0.9480415	0.8910811	0.3455856
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	19	673.5	13	8.589258	11	1	24	9	14	3	2	7.137457	7	0	1.665888	1.03262	1.216842	2.30807
12	6	13	39	18	21	16	40	34	44	90	16.5	18	13	18	29	6.380832	4.391503	32.79048	43	13.60086	5	75	50	5	25	82	18.13953	11	34.15746	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	21	18	18	28	10	8	14	14	22	16	12	15	20	45	16	6.793765	8.421243	9.012079	4	7.134812	4	33	12	5	20	10	20.32841	12	12.05859	17	3	0	1	1.267857	5	25.16669	4	34	11	16	27	13	101	15.23076	21	1	17.5594	86.94551	28.52605	9.927932
14	32	16	20	19	9	49	64	17	16	24	22	44	80	90	8	0	1.171467	6.548652	16	39.5	7	36	17	57	21	32	9.241271	37	6.037736	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0
5	9	27	12	23	25	18	5	6	12	7	12	4	8	12	8	2.971541	2.129331	4.177702	10	6.007812	0	8	2	8	10	6	10.30146	20	6.73029	14	0	23	26	26	45	35.03448	19	5	25	41	28	55	8	25.95887	30	11	46.5423	47.90682	37.44382	18.67148
5	17	12	14	13	33	10	28	31	21	17	17.5	43	13	15	10	10.29203	14.15081	28.8899	44	8.652174	21	12	9	14	7	6	5.444444	4	4.282828	3	0	1	1	5.5	9	21.13657	4	46	49	23	11	4	86	27.78615	23	7	18.29923	21.90726	66.52941	60.26051
9	4	31	4	19	3	6	5	1	14	10	10	5	13	3	5	1.459992	2.932497	2.697716	5	5	0	1	1	1	15	10	5.266028	31	4.468626	7	0	48	22	123	32	31.45642	22	27	33	30	34	20	2	35.42079	8	12	13.3845	14.00591	24.64751	43.96953
30	43	9	25	7	10	8	25	36	5	12	13.5	13	17	20	13	70.90755	55.85104	50.15297	56	7.335413	28	22	11	21	18	8	9.797204	12	29.82202	14	0	1	3	4	1	6.461538	8	10	3	0	3	1	13	5.287984	5	0	11.83268	17.95577	20.74402	14.28116
45	42	3	16	18	16	2	1	13	4	41	6.5	10	18	21	27	14.04404	27.47013	28.67584	21	14.91288	21	37	26	14	32	14	43.59773	80	33.53336	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0.7741809	3	2	2.103448	0.1151079	9.476262	12.37774
3	13	14	18	10	18	36	10	18	9	5	12.86607	17	7	11	9	21.12912	12.37376	17.40452	32	18.5	43	6	47	61	12	16	8.092408	6	30.27133	24	1	7	28	4.49442	23	14.77193	14	28	19	8	11	38	16	17.23402	32	48	16.51779	15.78459	3.560658	1.443261
4	7	9	11	15	28	16	19	22	39	25	11.8469	24	8	9	5	12.70613	11.60972	15.20038	31	14.00184	43	12	4	35	8	4	3.896	6	11.2229	2	0	0	8	6.254699	11	21.3548	6	42	39	44	24	22	82	25.16541	24	39	23.38881	14.50838	31.86147	19.32303
9	0	6	2	3	13	4	3	1	6	2	3.5	0	8	2	2	1.079177	1.761926	1.398663	3	1	0	3	0	1	4	1	1.900404	16	0.3333333	2	0	4	4	23.5	8	10.3	8	5	31	25	32	48	0	133.2703	57	7	21.77664	70.76959	38.28633	59.45625
21	18	29	25	27	11	6	9	7	18	7	9	7	11	17	14	7.834286	2.172822	2.677419	2	4.5	0	5	2	2	3	13	8.426493	14	11.26045	18	4	36	24	30.5	46	35.87646	16	1	17	52	21	22	2	22.98476	31	2	45.67208	47.78918	11.12447	5.624444
11	18	27	20	21	15	8	4	4	5	5	13.44003	3	26	1	5	4.311258	4.80117	2.103627	12	7.5	2	11	2	2	25	24	3.12872	42	3.632653	37	0	0	0	0	0	0	0	0	0	0	0	23	111	43.30434	12	0	51.28034	28.37285	57.14439	44.68144
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.10663	543.367	182.2625	46.6539
10	30	8	1	13	22	38	8	8	5	55	14	8	62	26	119	8.653212	5.669488	3.614583	4	28	3	41	8	82	58	37	2.709163	4	61.31677	42	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	559	35	47	22	11	6	17	17.8251	16	20.77947	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	13	59	28	47	64	47	20	18	50	22	32.5	14	29	29	8	20.11846	13.4133	17.79201	23	16.74375	1	6	8	11	21	29	37.82871	27	18.15728	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
40	12	42	14	27	32	18	9	9	46	19	26.5	16	15	10	13	5.61263	9.15333	9.387648	13	29.5	3	14	0	3	47	31	18.50674	141	11.48013	70	1	0	0	1.25	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
7	10	7	19	6	24	7	12	25	14	16	7.135417	34	5	13	3	8.958986	4.067354	9.638725	36	10	42	7	9	13	2	8	4.216	8	7.919861	8	3	24	5	8.583333	51	46.62523	8	51	90	38	11	31	31	19.71338	28	125	21.55168	7.616249	17.37903	14.19355
1	0	6	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	2	3	0	0	0	1	2	2	0	10	0.8312757	2	0	13	48	134	19	6.948012	33	10	43	31	47	8	1	29.08154	9	75	18.71826	9.328176	25.99821	84.37959
7	7	58	21	23	26	8	21	27	41	12	54.43279	22	9	23	13	0.5620473	16.6693	18.53532	10	27.5	2	17	6	10	35	55	53.04744	44	27.58271	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1.350803	9.017413	5.401108	2.075036
2	6	12	12	6	19	10	3	1	5	2	8.5	0	3	2	0	0	0	0.6083053	2	1.5	0	3	0	3	10	11	3.408399	41	1.791957	9	0	1	22	9	52	29.35968	41	13	74	67	44	48	0	4.235417	2	32	3.352346	8.408687	13.97714	6.649252
0	0	0	1	0	0	0	0	0	1	0	0.5	0	0	0	0	0.08139026	0.7463561	0.6941015	0	7	0	0	0	0	0	0	0.208	0	0	0	1173	6	16	1.806694	1	0	2	64	1	1	0	0	1	0.6703404	0	0	0.99375	0.04296875	0	0
26	11	78	38	51	64	20	12	5	39	13	51.5	8	24	20	15	6.37931	7.23796	6.737589	1	3.5	0	1	2	1	11	3	1.82069	35	2.608696	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0
45	3	1	0	15	25	0	0	2	1	1	0	0	6	9	19	4.121609	26.43274	27.60545	15	22.5	3	27	10	7	38	46	26.02626	64	21.71703	31	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.23849	158.0865
17	33	26	43	24	29	11	9	14	20	12	16.5	20	21	9	12	4.150527	14.23702	17.53598	8	14	9	19	18	5	14	8	33.61438	38	24.75328	33	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.75	2.333333
4	1	1	3	3	0	0	1	0	2	0	0.5	1	2	1	0	4.45321	6.610172	3.574918	0	2	0	1	0	1	2	0	2	0	1.258186	0	1	4	29	18.78788	36	21.31298	9	28	29	10	24	39	37	65.31321	17	1	2.991766	19.23598	78.38714	47.72354
20	14	26	6	152	22	6	16	5	14	19	6.190476	0	15	9	7	3.979785	8.852891	12.03027	27	23.5	2	6	3	14	6	10	14.30708	46	2.745818	6	1	0	0	0	1	1.873463	6	21	5	7	8	8	0	0	0	30	4.709629	55.72282	26.1719	6.512986
10	4	4	1	1	2	4	10	9	1	2	13	21	4	9	17	12.08374	4.90229	1.891173	1	19.5	1	6	8	4	14	12	2.303412	3	10.47371	8	4	45	5	3.644068	25	10.22626	135	2	13	11	13	5	2	8.770529	4	4	12.71448	7.144861	0.1305844	0.01583777
69	27	6	17	18	11	4	14	27	18	18	15	2	14	20	10	5.469846	45.52033	51.80809	10	18	18	30	5	9	18	5	10.40474	16	16.5	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	16	5	7	9	15	19	23	14	1	63	10.5	8	10	25	22	4.529158	1.529163	5.653085	31	12	3	59	6	5	42	18	5.731799	7	8.819172	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
31	36	32	15	15	19	14	7	7	14	26	11.84184	23	8	6	23	7.411661	10.67329	10.35248	16	9	2	11	9	2	39	30	25.21352	55	14.37666	27	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	3	0	0	28	7	3	0	0	41	3.30303	7	2	9	1	9.489793	11.4501	7.36748	127	10	16	0	0	0	31	0	7.796511	5	5.266295	44	3	12	12	8	1	0.7777778	3	3	5	0	0	59	0	2.199011	7	15	0	0	12.44	18.52727
8	23	55	20	33	19	18	21	4	29	12	16.75679	10	11	13	10	2.379602	9.877271	9.340536	6	17.52014	1	5	5	1	12	24	9.133333	29	16.47128	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
8	2	7	54	50	19	34	25	25	34	8	2	9	25	5	1	1.049292	1.491857	5.936419	10	9	0	2	0	2	32	85	18.9087	14	20.56721	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1089189	0.6544144
17	10	23	15	27	16	14	16	6	23	10	21	15	12	14	14	7.672817	5.041942	5.327839	4	21.57297	1	24	9	12	43	29	19.42616	23	15.93443	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
11	17	24	26	15	25	20	11	5	2	34	9.24086	17	6	6	15	5.54679	3.389828	6.49446	7	2.5	0	3	0	14	61	42	8.345054	108	13.98392	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	11	0	0	8	12	5	14	10	34.18402	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	68	42	27	39.39376	30	0	25.17415	1.180161	0	0
1	5	1	24	50	19	21	23	15	30	75	39.5	12	26	24	22	0	0	2.712121	11	7.5	0	41	2	10	14	20	2.659227	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
