,ss,sigma_0.01_width_mean,sigma_0.01_width_std,sigma_0.01_pval,sigma_0.10_width_mean,sigma_0.10_width_std,sigma_0.10_pval,sigma_0.20_width_mean,sigma_0.20_width_std,sigma_0.20_pval,sigma_0.25_width_mean,sigma_0.25_width_std,sigma_0.25_pval,sigma_0.30_width_mean,sigma_0.30_width_std,sigma_0.30_pval
22,0.1757510624854793,0.0022326080558083775,1.634172965126828e-05,0.7557107797645175,0.022327969995722428,0.000152493992479366,0.768789000212457,0.04470133338286879,0.0002898445394807184,0.7306855378505843,0.05599507420606024,0.0003933721031996813,0.7291960008779816,0.06708730008246304,0.0004543941159834514,0.6972668523239751
23,0.22229964825261955,0.002235603182205067,1.2725664740524108e-05,0.7838719145741782,0.022301775243409563,0.0001505165474051681,0.7587851807890851,0.044669373703613076,0.0002761872484726213,0.6654702787555162,0.055857742225180515,0.00040563834051191537,0.7027392886717391,0.06717762778125587,0.0004794776035328354,0.6933410154694664
24,0.28117686979742307,0.002233596351295544,1.4820430399127043e-05,0.7932664935597667,0.022323445348035386,0.00017749478898096925,0.7571058627771822,0.04463916103093339,0.0003227102450256118,0.7000266327046029,0.055775956568451,0.00038336436622326067,0.6885833526695417,0.06700170459382235,0.0005599169087541193,0.607364242869345
25,0.35564803062231287,0.0022324277175011314,1.6459160483586465e-05,0.7948056460609945,0.02231291656706675,0.00015395275258826512,0.8007903858830719,0.04464328577636933,0.00028488079876188123,0.7443650926757289,0.05584415920872739,0.00034570913053857055,0.6808624732686159,0.06695602257429088,0.00047855465584037193,0.6783351125656115
26,0.4498432668969444,0.002232861930317908,1.6393318939416744e-05,0.7688703406638333,0.02227292413529353,0.00016509319086191134,0.7684304822336202,0.04461281478244311,0.0003067361062431572,0.6710955262382243,0.05571900225998571,0.00038597117091608584,0.650288042410535,0.06691880387356722,0.0005383118093661501,0.6810201656501534
27,0.5689866029018299,0.0022274068633646982,1.6702019630282938e-05,0.7625866505465878,0.022283287985568872,0.00016163162389492137,0.7689079747088198,0.04452032350168915,0.0002586782101121961,0.7547024931946793,0.05562044783020034,0.00033722829412244094,0.7069451336642623,0.06684019824375442,0.0004353772382114481,0.6103118348428239
28,0.7196856730011522,0.002231826811832013,1.7812291604794678e-05,0.7623464538890873,0.022279304883736913,0.0001452029707509476,0.7939537300253409,0.04460932376657406,0.00029195957936080163,0.7257016989411329,0.05565173084206228,0.00037017407908303035,0.738848289894223,0.06693618607124426,0.0004806978392153713,0.6955578545060132
29,0.9102981779915218,0.0022274018137409227,1.8307649351183012e-05,0.7485295512303105,0.02222657923946073,0.00014766361856613882,0.8204527667200568,0.044472737120297604,0.0003852037392628588,0.6577691576409065,0.055653830186845915,0.0003454781429288867,0.7010025611351778,0.06684649631863106,0.0004552609829541304,0.7397845260083864
30,1.151395399326448,0.002228273919929971,2.508770330660157e-05,0.7043967716701325,0.022195865261311672,0.0001414034624757327,0.8404565202996379,0.04435367564213943,0.0003225553590576806,0.7271391111528364,0.05555677179151143,0.00041872131325184557,0.7486095705407692,0.06656114500070538,0.00047816020805745596,0.6606967018953432
31,1.4563484775012443,0.0022239464519856105,2.1710255724749408e-05,0.7442417697304713,0.022156091736637365,0.00014362761506030074,0.7729557366587368,0.04427913187858979,0.0003851911093779467,0.7171373471529902,0.05534408785652948,0.0004288023114119285,0.6963149780855927,0.06647656724342757,0.0005326967861476751,0.7114135165317544
32,1.8420699693267164,0.002220343831504385,1.7151321134129833e-05,0.7736864111457012,0.02207553055800825,0.00017386825105055275,0.7938338166901828,0.044261504104313135,0.0002786853488534217,0.6992504117570213,0.05533001488357443,0.00032798172777008647,0.7547326573751215,0.06641448444979665,0.00044918485793976463,0.6830137046499855
33,2.329951810515372,0.002217365329981875,2.7912924760153988e-05,0.6382811683570787,0.022023625737701807,0.00013653132040603039,0.7669955248086656,0.04405014690449328,0.0002580053203018453,0.7357932725704157,0.05508512821770578,0.0003988390023504134,0.723228699234509,0.06616299515608154,0.0005260946371959924,0.7294206317585765
34,2.9470517025518097,0.0022078953461602034,2.4955248293529347e-05,0.7173172581967832,0.021947199157914,0.00016029617949043525,0.7142887777250188,0.043830169142452205,0.0003121270224253371,0.7294032748587429,0.05478731486903753,0.0003570544044530143,0.7236915715298475,0.06585448494196366,0.0004310340962848693,0.6505441011836419
35,3.7275937203149416,0.0022042046046809936,3.2520039456821545e-05,0.6821734090620204,0.02176879202479974,0.00015174975705504527,0.7512756686163553,0.043596724920549404,0.0003219922241088224,0.7256837820547104,0.054542154435719546,0.0003509415058689277,0.7054614382649878,0.06541730319156688,0.0004633651807627531,0.766718864585338
36,4.714866363457395,0.002196663596419567,5.6678758598225586e-05,0.6057012221447998,0.021678446257396358,0.00014166121775829838,0.7812934972836448,0.04344187191004147,0.000255333265818608,0.7225686930537727,0.054158225783469884,0.0003818579069479196,0.7096473247597801,0.06501503137775684,0.0004899727998762452,0.7140110856789115
37,5.963623316594643,0.00218587532233263,5.5467749013872744e-05,0.5426701105512592,0.021506775738824285,0.00017106225795855803,0.8101167274941758,0.0430123385436352,0.0002546063361736266,0.7008489442385727,0.05371567207080373,0.0004109240678231256,0.7478363713518111,0.0645279766753589,0.0005509600438538385,0.7365308086164766
38,7.543120063354623,0.0021902959471677037,8.883143420524129e-05,0.4185802382842587,0.021267970584074467,0.00015516839304692242,0.7843584836733071,0.04266691390171954,0.00025322030708141733,0.7896758034317425,0.05322649581303495,0.0004812742136373323,0.6662771577249123,0.06379599153323486,0.0004419729161576607,0.6744418105222515
39,9.540954763499943,0.002147364971801631,6.304396134868719e-05,0.5185679149521443,0.020987613008533624,0.00017184517714020583,0.7684470010398088,0.042019359698828335,0.00028895174518612794,0.7216154310525309,0.05254845031331816,0.00036467297665588737,0.7267478457747113,0.06288757925905203,0.00038856463777856877,0.731073347603673
40,12.067926406393289,0.0021495038055489774,9.050069847206543e-05,0.3616648663492898,0.0206472311704737,0.0001658751723815966,0.7915556003880792,0.04133981159842625,0.00031898667225566726,0.7963231179084113,0.05160181032509764,0.00043492397923663295,0.802661402479061,0.06203552549785931,0.0005246248306540456,0.6990211941681198
41,15.264179671752334,0.0021579433218693865,0.00016815402413384678,0.2940961523049938,0.020248182161736204,0.00017383096504429435,0.7538852194128731,0.04050891020877333,0.00022880464615235234,0.787817686434608,0.05050902277759545,0.00035435314643407945,0.7557782893489737,0.06071259085604464,0.00044396071553467976,0.7285117463295167
42,19.306977288832496,0.002101711486846772,0.00016920268123354258,0.2920924081654479,0.019735997508014035,0.0001776308773787802,0.8108558389554422,0.0394091475513771,0.0003102451546309291,0.7452339064496804,0.049172374730199205,0.00038888397347276314,0.7590051945381464,0.05903686034917186,0.000442677232939967,0.7310852844565346
43,24.420530945486497,0.001999773011908705,0.00011756134976507684,0.33028246561518004,0.019095949256174242,0.00018770715356885792,0.7899910771557507,0.03820815232592527,0.0003582761298925727,0.755268817086122,0.04775435268429856,0.00043533622567354537,0.7869955018548355,0.057412890015549306,0.00047845527695265436,0.7419257013631819
44,30.88843596477485,0.002026308669002808,0.0002762259902551162,0.283160407468662,0.018368680473762177,0.00015866051688210765,0.7941052530555998,0.03681983952994238,0.0003418894707317856,0.7865074834646606,0.04587163613884673,0.0004043244013398503,0.7828035914415069,0.05518572253035474,0.0004666972999931648,0.7651862826489944
45,39.06939937054621,0.0020039125528990313,0.00037345505768011375,0.24911940626626047,0.017511520425607788,0.0001530552748166323,0.8083456361703597,0.03497881063759037,0.00029039955805710443,0.7412055200598912,0.04394556114769311,0.0004214416327671669,0.7670619728929551,0.0525391608888318,0.0006194167671840664,0.7529311897673864
46,49.417133613238384,0.0019311093144069144,0.0002720286669677358,0.08946845417780834,0.01676918896297634,0.00023823278040860976,0.770448080518993,0.03329784906679374,0.000315713477043061,0.7872317979893636,0.041605343892302665,0.0004310617106215488,0.8183763881945885,0.05011901841097987,0.0005131285280675816,0.8036500482224969
47,62.50551925273976,0.0017712985819236691,0.00024411070526500906,0.28266510621204366,0.01581173521825162,0.0001825745375738925,0.7822595926491372,0.031642104842436805,0.00035813489342580434,0.7880620163469598,0.03948508026401682,0.0004522058538627606,0.8020062727236826,0.04742042939382365,0.0005018172003633627,0.7665336362814195
48,79.06043210907701,0.0017801852708640648,0.0002908748971151828,0.15818813421607134,0.01515282855267605,0.00019254083066420745,0.7543695798620382,0.03037689641937392,0.00035002187938822766,0.803641717160008,0.0379537534870489,0.0004321392447207703,0.7735510801678128,0.04540642263234346,0.0005506794127898922,0.8047839702794721
49,100.0,0.0018454185064628302,0.00033480665345954553,0.1436170130722588,0.015146477505369245,0.00022848850825866272,0.8362391362869728,0.03026585149862042,0.00038861121640713464,0.7559287865994557,0.03782628615800656,0.0006519658725841112,0.8357041038817993,0.04527100346948368,0.0006453852238829406,0.8029159906461776
