,ss,sigma_0.50_width_mean,sigma_0.50_width_std,sigma_0.50_pval,sigma_0.70_width_mean,sigma_0.70_width_std,sigma_0.70_pval,sigma_0.80_width_mean,sigma_0.80_width_std,sigma_0.80_pval,sigma_1.00_width_mean,sigma_1.00_width_std,sigma_1.00_pval
0,0.001,0.11205549040448323,0.000906659107709622,0.48941256073055794,0.15755646276361612,0.0012172302652301175,0.2919318825591673,0.18063095014327565,0.0012910071935188147,0.2596469777094417,0.22657290897449825,0.0012597037050294819,0.16065034850374257
1,0.0012648552168552957,0.11196802819782524,0.0008226930044844899,0.4941329925822482,0.15777239079861347,0.0011935526059450305,0.3416020005803031,0.18060026584454156,0.0011521916911568933,0.21891162535499498,0.2266476811870227,0.0016631385604216923,0.14373073715324758
2,0.0015998587196060573,0.11224882352618519,0.0007959475320043133,0.43851368068924323,0.15785177658744057,0.0011285190798994479,0.33645887702529265,0.18012367553068884,0.0013380380553586221,0.22445372907837607,0.22716787399512722,0.0013818966481017794,0.12362507097716666
3,0.0020235896477251575,0.11202994927081222,0.0007079479473055583,0.5106504486265632,0.15748673210702963,0.0012285194822033213,0.33332038089513233,0.18040302858125884,0.0013967200134867932,0.19462221882346956,0.22655262759144534,0.0012250920206487322,0.13205928008947088
4,0.002559547922699536,0.11230225757995807,0.0007525368038546248,0.49246563784275066,0.15721412677318258,0.0011422603254330932,0.39158080240461113,0.18006134061586862,0.0012765954739973225,0.22423654778643,0.22656729674396917,0.0017358557292765637,0.16340988287406788
5,0.0032374575428176433,0.11200430396803371,0.0008155070215010556,0.49144418405542695,0.1573454307977623,0.0010869581573175887,0.2973879673968323,0.18065450751747847,0.0012253427030373574,0.2620694952190893,0.22667494592632356,0.0014418379056909763,0.11801319437632596
6,0.004094915062380427,0.11243963108962696,0.0007272819311668996,0.5793206200233868,0.15739535364358526,0.0011282729716883414,0.35385998695237414,0.180083858418604,0.0013648223198683782,0.2516274158489447,0.22660008085334166,0.0017144924933397126,0.16427150765619447
7,0.005179474679231213,0.11188416768279026,0.0009267408558318427,0.5454318916729127,0.15775772436074395,0.001250841900353023,0.3396394011803765,0.18041022105727195,0.0012426504499451151,0.2489470602203506,0.22637117990350453,0.0014978211693572434,0.12803654255513824
8,0.006551285568595509,0.11212652291755251,0.0007115836884325592,0.4974376989407381,0.15752145781953003,0.001111628095565725,0.3390145991720109,0.18042488565871806,0.001117310249993401,0.24427999140757076,0.22615662523636249,0.001456247433372349,0.13098714077070123
9,0.008286427728546842,0.11228017529375281,0.0007390271279024223,0.4828801388284131,0.15735790219131027,0.00113852416502199,0.3387592596739111,0.18009478865744458,0.0010554389199363833,0.25032281593089606,0.22639309317749665,0.0015702445258867657,0.13783988037052647
10,0.010481131341546858,0.11223498253642308,0.0006224176669495221,0.5301023193029644,0.15771506699873636,0.0010076385646957775,0.3253877547688231,0.18025586808937427,0.00119579388513096,0.2893704322186425,0.2267199781063248,0.001849329818574401,0.134703593818921
11,0.013257113655901095,0.11211344169071707,0.0007800687831494019,0.466187499431281,0.15751648495513457,0.0010064103346142628,0.32940316600704184,0.18064319287929545,0.0012065370730414483,0.22207906451006923,0.22625198226538873,0.0015426855973043666,0.11397413029368486
