,ss,sigma_0.50_width_mean,sigma_0.50_width_std,sigma_0.50_pval,sigma_0.70_width_mean,sigma_0.70_width_std,sigma_0.70_pval,sigma_0.80_width_mean,sigma_0.80_width_std,sigma_0.80_pval,sigma_1.00_width_mean,sigma_1.00_width_std,sigma_1.00_pval
0,0.001,0.11210756714182402,0.0005671415536997092,0.5950996352421257,0.15752339385215366,0.0010157407247758325,0.31321961863168596,0.18038886946774838,0.0015139401076555144,0.2747352160090747,0.22657281096688556,0.0016418476595485814,0.11408709979878687
1,0.0012648552168552957,0.11206822506103124,0.0008641844165884864,0.5154657035271079,0.15733232340603887,0.0009911639497776348,0.32326296673801175,0.18028138195275115,0.0012940957929633932,0.24790253133676754,0.22625986163134926,0.0016509513492079435,0.117270738863183
2,0.0015998587196060573,0.11215918362627196,0.0009130896248726502,0.454303340130407,0.1576268522203095,0.0011159591580695584,0.30788253295555085,0.18030205599422902,0.001332670335722986,0.21336739535389632,0.22666553703199388,0.0016914015365554818,0.13218190525520712
3,0.0020235896477251575,0.11209699010991989,0.0006584233066910839,0.4470357283281017,0.15733575232504404,0.00109474215625581,0.3531356917888511,0.18058815095120206,0.0013168013624372979,0.3122397733399103,0.22667704330643113,0.0015738841087404724,0.12815158661679937
4,0.002559547922699536,0.11209651823104921,0.0008028934580008079,0.49346778676393876,0.1574070458656542,0.001032716938039038,0.2947558143397664,0.18049097404825828,0.0011384902992167866,0.22937845336659965,0.2262480454804227,0.0015132604567673457,0.15261650177605193
5,0.0032374575428176433,0.11213040322312853,0.0007197304975483927,0.47363971682185735,0.1574761178444009,0.0010363585747982804,0.2458735277839406,0.18022012277408336,0.001257089459994363,0.2360262814853654,0.2266843438892302,0.001478224552167365,0.13456417252052386
6,0.004094915062380427,0.1121516727697579,0.0008489407980323052,0.4806376020715431,0.15724760254438147,0.0012662628616875893,0.32601078180344073,0.18007383860949286,0.0012274916231950535,0.27536214142718796,0.22623831722227908,0.0015314472500082218,0.16038588274558685
7,0.005179474679231213,0.11213655610220646,0.0008223720955777454,0.38102229211670385,0.1575795472167166,0.0011018994903592228,0.32454430338155127,0.18030996048382164,0.0010511734179345547,0.25837310364374133,0.22604453350945383,0.001558072161466208,0.11626726667140613
8,0.006551285568595509,0.11216131946436966,0.0007145482357691452,0.486001763260852,0.15762038919747556,0.0010089387909809787,0.3074117510802485,0.180102852543169,0.001168659760081783,0.22538682656456321,0.22641348359958663,0.0014219579687129085,0.121454424882218
9,0.008286427728546842,0.11211172615438131,0.0009917939289001052,0.45156766390267933,0.15752952123061742,0.0012077429694105492,0.3442417294502246,0.18024399257130796,0.001251568121729669,0.23654694584648983,0.22614647158299403,0.0013184350691481795,0.10172239261415664
10,0.010481131341546858,0.1122505064689765,0.0008410052298045769,0.49883942502118733,0.15757949566425514,0.0012892184744758815,0.3313082794013055,0.1801832101434619,0.0013355566491999912,0.251727245910065,0.22639427401106452,0.0017234860783723386,0.15457777647363008
11,0.013257113655901095,0.1122229602598567,0.0008098217941106541,0.49906675802494865,0.1576639260954401,0.0010376574192600303,0.30081730364516435,0.18034017097921318,0.001332284130111415,0.2672956361105006,0.2263086018570441,0.0018159871433555332,0.11088381728453452
12,0.016768329368110083,0.11190749004444994,0.0008113903531737985,0.4602736853751103,0.15726602313832072,0.0012538113166929142,0.3552066917408228,0.18018918579134094,0.0011829686107496576,0.2626686705069291,0.226241272327893,0.0018074639304316194,0.13061319870327998
13,0.021209508879201904,0.11222148319611427,0.0009515791307711927,0.48161524069569817,0.15759346544280842,0.0010701132053193344,0.2960052278501534,0.18053588761593187,0.0011786815233477824,0.24049400366610782,0.2265189479766324,0.001557758109558328,0.14269523976106607
14,0.02682695795279726,0.11207231090803345,0.000841666829263906,0.49499823257427844,0.15719343243884104,0.0010470102443870491,0.31622029620357217,0.18024632007411026,0.0012583198301342258,0.2712328853397706,0.22661159903481906,0.0014317322475510244,0.1164139682518806
15,0.0339322177189533,0.11202795306574746,0.0007028961478575517,0.49703356789443937,0.1575759566510047,0.001145778604050627,0.33188291745262277,0.18027158481747196,0.0010373174836561467,0.2852013127042957,0.22635053682696138,0.0014302335125824736,0.12480723604426554
16,0.04291934260128778,0.11203646409487486,0.0007481177135144026,0.5470144006188675,0.15766772819884728,0.000949594656585941,0.28837247133094035,0.18023936509901556,0.0013297531526379053,0.25034528074446555,0.22632770207810046,0.001562106097967297,0.1388721774697513
17,0.054286754393238594,0.11211694195293054,0.0006240684296874808,0.4913043906887331,0.15746114575374262,0.0011863892087176024,0.34803077110104097,0.18007815235918556,0.0010989899964430458,0.21913315136418354,0.22633362204631152,0.00172662545801444,0.12837859529748638
18,0.06866488450043001,0.11218984841679495,0.0007840922247073845,0.4823677891868373,0.15721607338919288,0.0012740047376000089,0.3090777115503232,0.1803407725445052,0.0010366783866255116,0.22190928181167474,0.22647631496568477,0.0016715533751542994,0.12202283799754986
19,0.08685113737513529,0.11197824679403841,0.0008481932513307854,0.4859171041465381,0.15745931597954502,0.0010919932061973013,0.3175576051164384,0.1802917663318119,0.001206340223112529,0.29023483780404236,0.22625939915097035,0.00169657179482115,0.1310103539527763
20,0.10985411419875583,0.11206476214781887,0.0007508380108139321,0.4699699125193007,0.1571952681387213,0.0010879509334154626,0.35095346504645925,0.18004267178814756,0.0012700200274893417,0.2691339523313942,0.22628208578091957,0.0013097122909237885,0.14705049521442498
21,0.13894954943731375,0.11174218520061872,0.0007990107629918219,0.4476977875927832,0.15727902951232306,0.0009673939034540947,0.30569424597625855,0.18012304531139747,0.0014459910473439102,0.24225440815633775,0.22594473318614022,0.0016936121952493487,0.1067694401206607
22,0.1757510624854793,0.11193215101288961,0.0008756561633560127,0.4969062666365651,0.1568713449803682,0.001110009895887459,0.3108570994409831,0.17975842842372494,0.0010597203540698948,0.24874300447782813,0.2266173628095758,0.0018465416617730757,0.15535739833810408
23,0.22229964825261955,0.11182097697257483,0.0008136920362810843,0.4198726761867281,0.1572911599214818,0.0010437599141897484,0.3362167902121977,0.1797118099579741,0.001358581085572765,0.25063682502766865,0.22610250965855014,0.0014790260665864636,0.10222614909906935
24,0.28117686979742307,0.1117562509381249,0.00081046925539003,0.5441553609728929,0.15721977368678186,0.0010746332730395575,0.2992013007079105,0.17956564477535905,0.0012470232537884626,0.2487724914368945,0.2261123491867517,0.0018370133273157001,0.13557824889729783
25,0.35564803062231287,0.11177844484293921,0.0008639541102785527,0.5413852661891962,0.1573138922716637,0.001099287017550264,0.3460434429421996,0.17973513783157943,0.0012824053208699531,0.20654245215836353,0.22540438444271907,0.0015205212599883227,0.14661393018838337
26,0.4498432668969444,0.11168240474768983,0.0008702069839363156,0.5220591026376288,0.15640778401649477,0.0010573848459034532,0.34974916135729955,0.1796016194996487,0.0016464828506483013,0.2618628570276557,0.2254907249772841,0.001661326743169276,0.10303000978137238
27,0.5689866029018299,0.11166303324670399,0.0008892016132642258,0.5118651747339197,0.15650157658789138,0.0012482968893317563,0.3546667083141643,0.17918749313145488,0.0013165622804533403,0.2669759806587816,0.22558787670854932,0.0015858076456976558,0.15982738602014745
28,0.7196856730011522,0.1115989957734109,0.0007687555330947744,0.5177229958981845,0.15653637507051765,0.0009159475839149615,0.3241963771186237,0.1792154499901457,0.0011996502584324653,0.2752969719579933,0.22493788405488155,0.0017286331073728403,0.12432505776556751
29,0.9102981779915218,0.11135364928772667,0.0007154937247312086,0.49046270432750794,0.15622662679138916,0.0010690200071195018,0.3358182883877431,0.17871945121096774,0.0013131932509899858,0.2461676320389829,0.22473984118494095,0.0015946784016189679,0.13411059238970066
30,1.151395399326448,0.11111599132713108,0.0008461481173188804,0.48534545877425417,0.15586811107713713,0.0010627355353166272,0.35044216315163984,0.17871268061843612,0.0012434985036715218,0.2969855117329869,0.22432153234045313,0.0016284429389251715,0.1722007952160399
31,1.4563484775012443,0.11096851935778115,0.0007729672098283279,0.5401092573653665,0.1556306583387739,0.000987825267146631,0.3162382664345942,0.17809863730719727,0.001155276111509138,0.29149710139551366,0.2240851665432729,0.0014860137531076492,0.14116432987765795
32,1.8420699693267164,0.11067646188408439,0.0007809783871977669,0.4535193156001569,0.15513961457508907,0.0010462400424480884,0.38258665344950904,0.1776052306789778,0.0009072970210988716,0.2697304717514506,0.2228688242473234,0.0015240410200007958,0.12813484510462003
33,2.329951810515372,0.11003365359806928,0.0007987820899169715,0.5396271346536564,0.15453208562529347,0.00093352222363545,0.3129852389462365,0.1768970934635397,0.0012851490739805252,0.24543900367141866,0.2221583100277681,0.0014416409885661908,0.13634131773812155
34,2.9470517025518097,0.10962277251831816,0.0008482259826001532,0.5424753697683368,0.15386662188306652,0.0010083991896750355,0.32431516561268403,0.17619837576918124,0.0013252452362707053,0.25703193740539054,0.22133317713088918,0.0018400655276912166,0.14665987002262587
35,3.7275937203149416,0.10914144759838186,0.000683865813815375,0.5419775870274344,0.15300497719200623,0.0010244189816902348,0.38445483121362956,0.17514935457367362,0.001286853046138892,0.24217966187549955,0.22005922253668792,0.0015495840012786314,0.1657067012637464
36,4.714866363457395,0.10836696026138651,0.0008491705766994462,0.49324883732544933,0.1520958699262061,0.0011157194923327675,0.35250642463623477,0.17386251859950913,0.0008469624567895588,0.3173657447689483,0.21832932453351106,0.0015081580842932465,0.19406681780032642
37,5.963623316594643,0.10723776042607684,0.0006554673624921398,0.5589996691741922,0.1505856610505686,0.0010717338518831609,0.4115443647634883,0.1725776590094958,0.0011686066188287202,0.31535492162047474,0.21641717046519915,0.0013619774546044766,0.19590606902529914
38,7.543120063354623,0.10612768939629896,0.0007845253338262773,0.5436097412155214,0.14911024392756356,0.0009427824193009555,0.4660516471469888,0.17059428008982458,0.0011377151556706763,0.3219437297603601,0.21437623229114455,0.001283660438908389,0.1991009723514944
39,9.540954763499943,0.1046936845659668,0.0007786486833594064,0.5794207740999893,0.1469216344331244,0.0011558028847039464,0.4579137549164404,0.16794824916992734,0.0012070235348207784,0.3456390258828663,0.21081879234197032,0.0014193204452597299,0.2699808968254981
40,12.067926406393289,0.10256017000809678,0.000909886524951103,0.6788750915666182,0.14415030544714874,0.0008756947096958214,0.4848756397970989,0.16521707274582811,0.0011062747034820027,0.38708923433371145,0.20730618470944967,0.0019062608610341603,0.25480255019121084
41,15.264179671752334,0.10023019085080115,0.0007186221489554179,0.6191562947399677,0.14104218990176168,0.0010323636333520758,0.5118532100977604,0.1612723758972113,0.0012150875455424154,0.4594692408895517,0.20266157809091914,0.001391225014417879,0.31904289631602123
42,19.306977288832496,0.09765031982372956,0.0008562645520316726,0.6386660832532249,0.13699815859028644,0.0009179584409656914,0.5535917368959675,0.15674010242663663,0.0013056797806888884,0.4987966677879861,0.19711825577651176,0.0014705901748747294,0.4516504325873185
43,24.420530945486497,0.09407981134527431,0.0007734231445127925,0.7299488417189532,0.13191296074042724,0.001005298213214943,0.6224214982356876,0.15177793189498426,0.0011973825205738042,0.6071937328910023,0.19010069584233735,0.0012958333383803573,0.5643644351167609
44,30.88843596477485,0.09018608241509284,0.0007346431815058348,0.7551521970102063,0.1267399135634583,0.0010771660950566464,0.7014644242611309,0.14528354469746582,0.0011400649504109124,0.637285848840417,0.18236931580228677,0.0013660727655185824,0.5436793269348716
45,39.06939937054621,0.08582834505546379,0.0006213024373997496,0.7539127780031957,0.12046635513469642,0.001063448344916384,0.8223291390061275,0.1380343603841443,0.0012989795423178896,0.6925911415144619,0.17368797931282473,0.0015535835152659827,0.6164548609724155
46,49.417133613238384,0.08097407074739578,0.0006139549435061391,0.7752917094691008,0.11374387178834343,0.0008899208401599788,0.7815779579253674,0.1305738134657627,0.0010591383527787054,0.7553589689774404,0.16399947407118592,0.0014394323981221538,0.739845675239663
47,62.50551925273976,0.07636912718957845,0.0006004211316616414,0.7724766391472443,0.10735192333757068,0.0009581626851214506,0.7971290954380418,0.12334142802900892,0.0009173894583688678,0.7783425341129963,0.15507510873725017,0.001282910074015222,0.8080695175927741
48,79.06043210907701,0.07265509401079481,0.0005577963807463436,0.7914005342252507,0.10226556193614457,0.0008669773782818649,0.8171837132798714,0.11729631868120272,0.0012157870479834177,0.8326089357394298,0.14792930889337116,0.0015687646201604686,0.7070815728386413
49,100.0,0.07109780738719884,0.0006859857779261176,0.8427030593997228,0.10032239259786803,0.0009809200721616054,0.666278471946022,0.11515013713780585,0.0011013100983890153,0.6699102154032874,0.14575194015797305,0.0013253650112131823,0.5634350494519694
