,ss,sigma_0.50_width_mean,sigma_0.50_width_std,sigma_0.50_pval,sigma_0.70_width_mean,sigma_0.70_width_std,sigma_0.70_pval,sigma_0.80_width_mean,sigma_0.80_width_std,sigma_0.80_pval,sigma_1.00_width_mean,sigma_1.00_width_std,sigma_1.00_pval
10,0.010481131341546858,0.11224379200479982,0.0008659866373562874,0.5269219199757124,0.15751328055004157,0.0010845784414399253,0.29042954735945936,0.18043656611208772,0.0011006120932698794,0.2527054636789212,0.22638235589373745,0.0016764508230030163,0.14259646685994265
11,0.013257113655901095,0.1121484894722024,0.0007890362558751032,0.5473025964681978,0.15761731421553762,0.0010688102138475596,0.32588030570380316,0.18066201952973857,0.001255052173104769,0.20543775801001302,0.22641526887158206,0.001460627648686602,0.1140045821243775
12,0.016768329368110083,0.1122136897836854,0.0008399649145817003,0.47141309006172266,0.15767061321548365,0.001237708240449389,0.3413875913727399,0.18049917806021232,0.0012691992537890741,0.23296993746935776,0.22652729283201978,0.0018303554251176814,0.08762820398302881
13,0.021209508879201904,0.11200579924084808,0.0008222936523146997,0.5283140677072246,0.15753174632559494,0.0012417865342685182,0.29809832544524045,0.18028451732861275,0.0009678527139666724,0.24604846218250379,0.22613157486735677,0.0016392740804345846,0.16018443866295407
14,0.02682695795279726,0.11200740726009864,0.0008132223789663517,0.47669915771461185,0.15741834987824496,0.0011599775424816306,0.27576930691417245,0.18025982340096017,0.0014688514908683169,0.2622206774910305,0.22626291615235394,0.0016384245688274336,0.12625623968081254
15,0.0339322177189533,0.11198963904230849,0.0008678932190886714,0.5005754655079363,0.15772660717335604,0.0012448625796664522,0.3263129215971164,0.18035557022662652,0.001604179796196248,0.21201050632777638,0.226237614953688,0.0017846515476920748,0.12314192169481145
16,0.04291934260128778,0.11216304147194844,0.0008654888956428068,0.5622422372622274,0.15775376990049866,0.001155185648040339,0.3672104512722853,0.18012679933980963,0.0012599822680274238,0.25434249292430566,0.22635597895066656,0.0015661718235117994,0.11919176675191212
17,0.054286754393238594,0.11209696868637882,0.0007304821126657003,0.4853686899228608,0.15731822413710017,0.0008577260439304674,0.359277785397246,0.18003478884326174,0.0013884138913173528,0.2675511460949868,0.22656348644881275,0.001600387344247694,0.12466973864077412
18,0.06866488450043001,0.11223972471930564,0.000864282592123048,0.5182902062060958,0.15730887779245237,0.001038030561180954,0.32060170191629545,0.18009477446738867,0.0011989540975943587,0.22706514642251233,0.22627539003301067,0.0014945423149978852,0.1412432856320143
19,0.08685113737513529,0.11212858238970769,0.0008543697574635286,0.5197588871176442,0.15720478630901222,0.0011742538789352465,0.25980631926139014,0.18015967434765875,0.0012503014468629365,0.27823028263178984,0.22659261589023083,0.0019466980326514182,0.15353838639274775
20,0.10985411419875583,0.11206793616441307,0.0007400469962048656,0.4106763310634676,0.15725221191710417,0.0010237225825210834,0.3609247276462932,0.18038218999959243,0.0010841060601813246,0.2584878871771446,0.22633180729028873,0.0017451652887023133,0.12229825286026454
21,0.13894954943731375,0.11209255303540189,0.0009278861549939095,0.4914070090136851,0.1572156729562779,0.0009702489012419053,0.3428601717606238,0.17996959742350038,0.0012454858700777375,0.21987799004216235,0.22615255578624482,0.001666438291773401,0.13745682718141944
22,0.1757510624854793,0.11203503675568438,0.0007151596278806292,0.47834940633444456,0.15725713325000512,0.0009742069838413969,0.3214251019563528,0.17977476227306433,0.0013368711653567488,0.24011918456710354,0.22586119366804758,0.0015052836021384366,0.14236948095562454
23,0.22229964825261955,0.11227793069299256,0.0008319682871515287,0.5101684090692342,0.15721436792294535,0.0010546831133716953,0.33980173743613695,0.18010616240885047,0.0013950875524085622,0.2807293486084678,0.22566671318008036,0.0014109403195110802,0.16304886725238749
24,0.28117686979742307,0.11212453573612642,0.0006270247617439454,0.4646926329026204,0.15732241437848055,0.0010231008846512827,0.32887537925419225,0.17975259464561388,0.0013486033877128177,0.24572468771048075,0.2257752128622488,0.0014280348762487822,0.11136135613878057
25,0.35564803062231287,0.11213789466420676,0.0008018113795385485,0.5054399776147619,0.1572472356072697,0.0012126686659106052,0.31557193370138525,0.1799101287943888,0.0011325330388626106,0.2410962711409411,0.22591647258450245,0.0019785253485940834,0.14538514070761263
26,0.4498432668969444,0.11230835099452519,0.0010703349495975786,0.5149567531258659,0.15733940155862736,0.0011859183012464338,0.3303369643292144,0.180225070551562,0.0013679708475709544,0.21230994896996247,0.22589219768019414,0.002070114523913259,0.14831305706781003
27,0.5689866029018299,0.11226374890999927,0.0008776522355107583,0.5366895883809931,0.1573222666534916,0.0012467898506360623,0.3262376474454661,0.17990923617857812,0.0012473966594449136,0.23120879467258515,0.22625931581824704,0.002141028928739194,0.1504394533994565
28,0.7196856730011522,0.11266532901561697,0.0011264538379513573,0.5094640703200715,0.1578094648772463,0.002022824672338646,0.34207725096911107,0.18018706994984135,0.0019487250220553936,0.2565114588310794,0.22567011815631458,0.0018534340219888601,0.1303215870792875
29,0.9102981779915218,0.11270366956772004,0.0013907256828489041,0.5391622686806312,0.15795729361192812,0.0017760453012802264,0.34605329519608374,0.1807705008536099,0.0020624851331564396,0.2410199222049088,0.22656266338328038,0.0027085730773426502,0.1523164347186226
30,1.151395399326448,0.11310214714405598,0.0012052734345110077,0.5093037893645946,0.15790563115802672,0.002358236334385405,0.35074690793054564,0.18033973756530178,0.0024444889375888033,0.3047674726156448,0.22667924088926875,0.0028733634184330303,0.1441517608870833
31,1.4563484775012443,0.11385348309518523,0.0025428021300113487,0.4776503253731795,0.1585309476626448,0.0017443250543171642,0.38738066067130517,0.1808639892593069,0.002959726484801494,0.2929463301076415,0.22676615647526446,0.0033290199205317284,0.14672926499889724
32,1.8420699693267164,0.11311684336769386,0.0010353465821664404,0.5179410956696013,0.15998691292423356,0.0035895707308583385,0.36789124454910294,0.1814773196276009,0.0028898195970806094,0.27544665368004184,0.2270312010147029,0.00643394997829885,0.1482271396721216
33,2.329951810515372,0.1136899948790118,0.0031622017045487803,0.5240761139459159,0.15935909711468918,0.004025995675301693,0.35978339414916727,0.1822945716951284,0.004386883895616401,0.30291951408521656,0.22833185077781668,0.006688049919000538,0.16736365631254282
34,2.9470517025518097,0.11447821500777444,0.0026791947959066303,0.5093185493278418,0.1599637120238592,0.004478978728975035,0.37341169599707086,0.18199382789061655,0.002950757398101135,0.2791300721511892,0.22771048014768464,0.005427586765731725,0.15838534033901014
35,3.7275937203149416,0.11477746244598983,0.00593804772161289,0.5628114501124578,0.1588524573529631,0.0033156199502754227,0.4141465515496819,0.1834250181712865,0.007766753338616855,0.25121280167015236,0.22982254889565712,0.008936792199271818,0.15116454457989092
36,4.714866363457395,0.11555369026274649,0.007355474174267843,0.5570182932715676,0.16217324110349593,0.0047048777871336375,0.39713183297241256,0.18525144530744772,0.006405844612692419,0.2473981509334706,0.2319669716141053,0.005771825759225273,0.20138940351512782
37,5.963623316594643,0.1157464763273181,0.006469377009022285,0.6075851069919591,0.16078520824105333,0.0033977838922602164,0.43441564901599095,0.18555411066055283,0.014943103167958657,0.3108378853104965,0.2307981461501942,0.012137852606037466,0.19043395775252805
38,7.543120063354623,0.11620448215728695,0.0034813186324858937,0.6173975905101701,0.16505083922912644,0.01594729932624781,0.39966399442514516,0.18809806710124133,0.00645020135335318,0.43992214759086357,0.24622451315150273,0.019540181432210896,0.2397536686743721
39,9.540954763499943,0.11587681481274995,0.003067790309201681,0.6594596201952541,0.16350604700968407,0.01816894849821599,0.41513638858482843,0.19652033298549348,0.014248595279360112,0.4083857246633035,0.24030117449162536,0.019345333047212424,0.31882642329927546
40,12.067926406393289,0.12840358926786968,0.019431487946507044,0.42999865634355666,0.17376800879572762,0.011551556753002257,0.4890657447742936,0.1844229428519851,0.01636356142167918,0.39835980254332454,0.23843728388339852,0.010175490395625158,0.3001327273186293
41,15.264179671752334,0.11810462933487674,0.005297094560526325,0.6731675250309972,0.1921030498591683,0.03647282607031135,0.42772195392350376,0.19689459159076025,0.011496506107683442,0.5136443341366337,0.23730299313425665,0.027959519662825717,0.3215444399496177
42,19.306977288832496,0.14340234865257157,0.09653581431734809,0.6188952891606038,0.16924928452891388,0.00794371028529069,0.5923699708340143,0.19839060137719028,0.01338418960050245,0.5357404187472324,0.3356726446334281,0.09307835543299782,0.15412904001369154
43,24.420530945486497,0.12359289183533911,0.007809148787018033,0.7069931176501266,0.1696809257857763,0.010312965248654144,0.6307817927272275,0.19674987248077958,0.014423312976300706,0.5785178857568799,0.2533203066316407,0.041876074176173804,0.38396187720913394
44,30.88843596477485,0.12722035621394626,0.011359299236183068,0.7913830073167083,0.18767932619843447,0.027029116522530393,0.6438889929255817,0.39683749222363995,0.1482944996411708,0.025495199306672826,0.24563943898363655,0.038350311748954764,0.5065766281870911
45,39.06939937054621,0.22417993238822195,0.3437827581387517,0.2811225610289521,0.202383093784069,0.11774380796663345,0.4251880945287517,0.41284861635909453,0.21214942489821964,0.05675374441707092,0.2773253233606136,0.15828381466508892,0.4256733395903889
46,49.417133613238384,0.1993845619756814,0.05134657270966925,0.5065392817447398,0.2038527317914689,0.028853749316184653,0.49737288293625176,0.23512216408563577,0.12961036366048181,0.5306328329641932,0.2798631458494243,0.14407932944909566,0.5062355437601435
47,62.50551925273976,0.18865382785075713,0.19090732297224194,0.5663768021100557,0.2147161868107254,0.07036535781743875,0.6415989573636253,0.2791726273755206,0.04398738179973769,0.6055885438319115,0.38567392600214495,0.3034919358793765,0.22410133098655316
48,79.06043210907701,0.15220485641774947,0.020419126930614147,0.6699380111666158,0.583818698482014,0.4095210562189625,0.5688452490886922,0.4451518051966332,0.47191997432121635,0.40107593925594265,0.49272073726135884,0.30695720675876076,0.42596743459504227
49,100.0,0.3794575146357517,0.4277526361364494,0.6514435819240865,0.5322475172450107,0.41887906746909287,0.6338309265065452,0.4450344551090621,0.3910829514016209,0.6977482807459158,0.6157532342188113,0.4860832004807299,0.7206830470150111
