,ss,sigma_0.01_width_mean,sigma_0.01_width_std,sigma_0.01_pval,sigma_0.10_width_mean,sigma_0.10_width_std,sigma_0.10_pval,sigma_0.20_width_mean,sigma_0.20_width_std,sigma_0.20_pval,sigma_0.25_width_mean,sigma_0.25_width_std,sigma_0.25_pval,sigma_0.30_width_mean,sigma_0.30_width_std,sigma_0.30_pval
14,0.02682695795279726,0.00223350257363229,1.3981923591143139e-05,0.7533218018975302,0.022395702621703803,0.0001750828560298215,0.7542902005342829,0.04465121782750025,0.0003378327175390312,0.6762309049902516,0.055934400164623775,0.00045004208424440523,0.7000448950961828,0.06720126814531155,0.00042802428088325713,0.6668300787187641
15,0.0339322177189533,0.002234594760745442,1.5867398666903742e-05,0.7964615882590924,0.02235495000058068,0.00014194868980305127,0.7775718830602297,0.044761746116028,0.00027523306326242335,0.7559734732020107,0.055941020952417854,0.0003317466024162974,0.7176208012082119,0.06716703596781114,0.000504383988359531,0.6773918873312992
16,0.04291934260128778,0.002237262183203216,1.4916573329580584e-05,0.805313709810653,0.022392037158580805,0.00016290495453465665,0.7580304716223651,0.04478363550207511,0.0002901159834952591,0.7498139140484678,0.05585657767116456,0.00039401619783147713,0.709466766843038,0.0670850419407889,0.0005251049382026753,0.6182546521658014
17,0.054286754393238594,0.0022367318156688255,1.6234305859945346e-05,0.8206650328631722,0.022363454984051297,0.00014722730974614452,0.7391163075572484,0.04475382187027852,0.000267227851445227,0.6978013039097719,0.05585037460886954,0.0003521391674918377,0.6636059187761693,0.06705970976989387,0.0004160036315744741,0.664454385023848
18,0.06866488450043001,0.0022366170200958406,1.4635795223908402e-05,0.7946542302184669,0.02233545228671176,0.0001423045159361067,0.8214697752956194,0.04470996366878443,0.00035106213612254284,0.7412148150585552,0.05586209680794009,0.00039956390617427106,0.6781475218233085,0.06708382215195986,0.00037402766704035354,0.7100996575895833
19,0.08685113737513529,0.0022318517546320404,1.723940284249754e-05,0.7756262113201242,0.02232979102054638,0.00013430614776242667,0.7680177999056977,0.04472249560063966,0.00031407165053454585,0.7477717511644975,0.055929851166470396,0.00041196678117752733,0.6688604307340421,0.06711080578075879,0.0004028214139034805,0.6393792245363672
20,0.10985411419875583,0.0022340664387613214,1.5295374248307043e-05,0.7610143329839784,0.022388857409327407,0.00014782759779393925,0.7583319921768346,0.04472903264823642,0.00031041096024027,0.7693391138746063,0.055886321492354715,0.00038288571506743237,0.6855604715341341,0.06713499154071786,0.0005702969104337119,0.6692926254353501
21,0.13894954943731375,0.0022395055635323242,1.4808948495098186e-05,0.7702341296647215,0.022371540279598312,0.00016863738957401315,0.7612562320118507,0.04473454316205852,0.00025988409729799973,0.7125367339523606,0.05590506742381043,0.0003609545611844277,0.6337167653883864,0.06700293080198834,0.0005352299569714913,0.7100449859246468
22,0.1757510624854793,0.002239518148753603,1.3076123670836402e-05,0.820406922651012,0.02237454776679499,0.00017023256221153577,0.7687905846269628,0.04469086351397578,0.00032384288112627933,0.6851814408470166,0.05577447449025016,0.000392950090839277,0.7057615107572446,0.06705122282774989,0.0005244514025543322,0.6777277285174048
23,0.22229964825261955,0.0022358148052363884,1.6830355029049596e-05,0.7428174811766352,0.022347800725458132,0.00016436969003306138,0.8328465957977866,0.04475546842832071,0.00036267340756112183,0.6864524077871643,0.0558672898626163,0.0004512377647053709,0.75051044515143,0.06725576022909775,0.000458153869207054,0.6434353338433805
24,0.28117686979742307,0.0022436540337866955,1.4280636212884652e-05,0.7623957319282703,0.02237091672224757,0.00016039892397381499,0.7587152946629503,0.044711659717834404,0.00030957949067298443,0.7050833756803344,0.05578306095484835,0.0004356786801833771,0.7172651565804261,0.06699489846883484,0.000450583960710099,0.6045042907704871
25,0.35564803062231287,0.0022390870401636925,1.6488527031960102e-05,0.7856308484468095,0.022351779936634387,0.00016690012545190257,0.7460074888559411,0.04469939987964852,0.0003256194303132576,0.7535839040223804,0.0558771233654003,0.0004723489084068785,0.688736422534676,0.06707286210357585,0.0004126953358655541,0.6964644661424195
26,0.4498432668969444,0.002237561842315039,1.622844313223332e-05,0.7304402939674353,0.022342542918566168,0.00016640984125331802,0.7144998178116796,0.044725517378369745,0.00027287893729664297,0.7658783783029244,0.055911610399301745,0.000395457266995803,0.6810116969570851,0.06706198556733434,0.0004593878293547496,0.6479839894365448
27,0.5689866029018299,0.002235912500662735,1.7328136216344334e-05,0.7723356187475362,0.022362629152659578,0.00013078129351312505,0.7769957206510835,0.044641389260948454,0.00032437487342441243,0.699637329801316,0.05589405121877347,0.00033175808450635583,0.6732966822678347,0.06711794752884118,0.000418539650876276,0.6542163911036002
28,0.7196856730011522,0.0022371647009775983,1.6676674609582464e-05,0.8026180866366736,0.02231899943824648,0.00016997743332412162,0.7566956777696923,0.04469703425631624,0.00033085904168683055,0.7265437973698368,0.05588213698194923,0.00027717804408005823,0.6979319803675523,0.06703771181141081,0.00045666381441688284,0.6841551745109458
29,0.9102981779915218,0.0022426025558704528,2.3040082564268227e-05,0.7474866847334108,0.02234572251170043,0.0001800363398076175,0.8101963519890575,0.04462091226894564,0.00028580490426906985,0.7048556885887556,0.05580973374198536,0.0003758041061582279,0.7266043398576946,0.06698546120136767,0.0005463421105715159,0.6355139543207344
30,1.151395399326448,0.002239448044055037,1.7311798434828697e-05,0.7336887267105748,0.02231371554904875,0.00016418102671832068,0.7914370112300547,0.044614725703840216,0.00030895521990470374,0.7564952451533845,0.055788269774638924,0.00040988858340501014,0.7128764572294958,0.06711668181749858,0.0006042572436404752,0.7083894243076163
31,1.4563484775012443,0.002236235775603354,1.9145018234191223e-05,0.7240998857500707,0.02227264049178815,0.00016731457992614018,0.7974948641883687,0.04465027148000609,0.0004149554127395943,0.7319137886343192,0.05582913869542876,0.0003805337121739564,0.729455277333881,0.06681090309722965,0.0004856272613055724,0.7037805577851235
32,1.8420699693267164,0.002245127611470384,3.5056738901251624e-05,0.7207443076225097,0.022280873756649288,0.00013657357419053867,0.7719423481452143,0.04458270674185241,0.0002957505871365339,0.6925305315853416,0.05564525157405712,0.0004604013702343453,0.7523526270831247,0.06696862372908051,0.0005505083010194667,0.719246644945593
33,2.329951810515372,0.002237265569713305,2.260484543773578e-05,0.7049518533998946,0.02227823437079057,0.0001994221172106652,0.7585264342749916,0.04464377924698055,0.00039150967503122483,0.7262650853178484,0.05567339108313172,0.00036588931642095806,0.7165383876339859,0.06690164839151087,0.0005410876235139009,0.5817253487431727
34,2.9470517025518097,0.0022428493273810818,3.4156116108416064e-05,0.7255821897230086,0.022277105619650902,0.0001811795393318366,0.7637307018184619,0.044489374512107806,0.00041873921589063724,0.7806686476003459,0.05564406811872347,0.0003941015034105984,0.6766845577136132,0.06694269367517172,0.0006190044766966956,0.724709744306925
35,3.7275937203149416,0.002247542151572048,4.353766904773486e-05,0.5760590544415305,0.022191253652300177,0.00019074835586133733,0.7803841081898669,0.044388764178818284,0.00045522812910349256,0.7284755874596429,0.05559807910541073,0.000551679028452711,0.7110976483345968,0.06686563128148276,0.0017539397580443297,0.6784475994218357
36,4.714866363457395,0.0022682576234757446,6.034998363903093e-05,0.5185573534010047,0.022203460817218405,0.0002207826330274743,0.7814264782650369,0.04428545241660836,0.0004221087567671817,0.7419136006867236,0.05531069635896481,0.0005481573826756927,0.6937143377420796,0.0665976471756588,0.0006580882768745216,0.6864949269079755
37,5.963623316594643,0.002259303365771045,5.101865730831691e-05,0.4920086417996226,0.02217693518625909,0.00023155164223211586,0.8100908630827383,0.044175703569114766,0.0003938544343428308,0.7337505605114221,0.055277900725874185,0.0005818768295009324,0.6971267191014543,0.06653993215749987,0.0006829049470856456,0.7569204450037789
38,7.543120063354623,0.002292517177258555,0.00011248677529572628,0.4460755071564861,0.022091525850267503,0.0002757513912871353,0.8008112029004488,0.044009397248895486,0.00048065404217110483,0.7353733069233818,0.05505924064765343,0.0005628294045052795,0.6460239251517276,0.06602441437470467,0.0008127532633008548,0.6802334371125349
39,9.540954763499943,0.002274328482381465,9.5119499617934e-05,0.4070412075019345,0.02354039842103986,0.009596252234727811,0.7221066782041413,0.043736824605673706,0.0005584644362279742,0.7803009687908167,0.05498085069622009,0.0007024810733204242,0.6929061469788287,0.06607733765003672,0.0009712999865166321,0.759608036349364
40,12.067926406393289,0.0022500623413919036,9.403394788005168e-05,0.3733853547902376,0.021893817980898102,0.0003566707914917144,0.7973049737634971,0.04365351888898572,0.0009225595319318693,0.7418564915733138,0.05487585820940925,0.0009664743921159925,0.7536679526010475,0.0654360304190035,0.0010554691068365607,0.7178895332380034
41,15.264179671752334,0.002352924495181372,0.00017646269562242,0.17491819327352645,0.021657854970674538,0.0005310734751712084,0.8377247543904528,0.043817793650447516,0.0008122697467754518,0.7384369374981662,0.05499835430409977,0.0012514895084910695,0.7119801331749072,0.06500517438426583,0.0013157570645527627,0.7506945204640911
42,19.306977288832496,0.002333564452115694,0.0001826094911217191,0.2059658006804687,0.02153497994220529,0.0005060097002699751,0.8041708640808558,0.043331530394101384,0.0013749599786847832,0.7934425155486562,0.05437227789798401,0.0013454420105007208,0.7449517770128881,0.06505746126808894,0.0017531909978077702,0.7825060352310114
43,24.420530945486497,0.0023085952919100028,0.00016579605188278435,0.1805593834651651,0.021138350275116843,0.0006210292045464331,0.7837389461677651,0.043371452607179395,0.0016291987896653406,0.7802640961690812,0.053867453962060184,0.0017798004401204893,0.7827616338977171,0.06403772603787748,0.001850220059865059,0.7647178778263525
44,30.88843596477485,0.0023480363950112823,0.00024138528750959368,0.20379868580000302,0.02154812981140998,0.0008452326249125999,0.7974190376135785,0.04208465842818316,0.0015254498925998388,0.7997283529352025,0.05278504297788416,0.0016242274056349302,0.7636029979305499,0.06350381259566328,0.0028347535903730423,0.7402950250408273
45,39.06939937054621,0.002351547160664651,0.00026714756253795786,0.13583002075157616,0.021129607052770484,0.0008475998221115526,0.821545572972593,0.04112579058320616,0.0017283680301899643,0.8110277693158584,0.052260423554677464,0.0024371439431821558,0.7801947324644298,0.06301322650411158,0.0025838959770308582,0.8050168314393126
46,49.417133613238384,0.002215957552393315,0.00022730239636323073,0.25374438290071205,0.020764521553568976,0.0011245524849681978,0.812431706132038,0.04186439101831576,0.002739306929801895,0.7833286238574457,0.05143851686285419,0.002329968540917346,0.8287516964195534,0.06200787376559557,0.003713917384169907,0.8283678830831046
47,62.50551925273976,0.002518145125236364,0.00033439228769542,0.1585458578370328,0.02052334033737237,0.0014907853414825782,0.7483016368902582,0.04154449940087128,0.003097381282665433,0.7920970839787793,0.05238501355082893,0.004267541979487199,0.7589515154655306,0.06149171144766771,0.003885225435354804,0.796986328546975
48,79.06043210907701,0.002242703501018821,0.0002773071330813331,0.275753717720867,0.022443644509071676,0.00262862330056196,0.8048652790362767,0.04636576932056541,0.005263267042088847,0.7551984209269148,0.05277905332124697,0.0037309202367641443,0.8227237759939072,0.06112946969334098,0.004277281049776219,0.8121735325988232
49,100.0,0.0030415503026996467,0.00044431385408331834,0.22032242663094767,0.024495589091740606,0.0020470498041659743,0.7906603292299073,0.053282459547137645,0.005434146247419135,0.7100733694929686,0.061581608311319966,0.00625044280472249,0.7397976345186399,0.0759238976266932,0.006072243654414695,0.7558089405795334
