,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.30627661854,5.6178378890000005,99.984269862
stds,,,0.04628736398162276,0.20127367911076122,1.4336691355742792
KL,,,24.784490351525605,6.014253450747265,4.3575788525095795
mean_color,,,-1.7379966266472289,-1.119122287774864,0.004226402062518591
std_color,,,0.071242345671095,0.08043304114662977,0.0751399660648663
