,1.000E-03,3.594E-03,1.292E-02,4.642E-02,1.668E-01,5.995E-01,2.154E+00,7.743E+00,2.783E+01,1.000E+02
means,,,,,,,2.1501089896376007,7.716631850439999,,
stds,,,,,,,0.6051442388446763,1.3740566461825705,,
KL,,,,,,,80.33862335019641,86.66494923478737,,
mean_color,,,,,,,-2.041255539052401,-2.321201511838972,,
std_color,,,,,,,0.2290239600416567,0.34351379261778286,,
