,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.3097320639399999,5.616616430600001,100.00206345999999
stds,,,0.04448710208176221,0.19738454466931646,0.8967604714714115
KL,,,22.809315932231044,6.283675997894612,7.049344013492828
mean_color,,,-1.7360019384986696,-1.129960171601785,0.00027845369045724814
std_color,,,0.07135216631926905,0.07812312322948814,0.07108149933895548
