,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.31111602517729303,5.615146354142305,99.99176577876631
stds,,,0.04477677021647682,0.20141466268071942,0.924925628414524
KL,,,23.416305183254657,6.89017143709928,7.167214675062583
mean_color,,,-1.742990932257104,-1.1506577599821393,-0.01559675864075715
std_color,,,0.0733939634424297,0.06755292247278052,0.07247069349472762
