,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.30880629966,5.617094277,99.99798072800002
stds,,,0.04544979047130211,0.19680262609060192,0.9067928098456616
KL,,,23.806334244326607,5.762751355913789,6.860959024335742
mean_color,,,-1.7265337034146315,-1.1367497008843679,0.019807046729509847
std_color,,,0.06870206875361508,0.07798572307343064,0.07449036397236426
