,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.3111325345058975,5.619999651850479,99.97399529004313
stds,,,0.045882642807066124,0.20433475208312346,1.4038095025236497
KL,,,24.30476698288531,6.095942483704505,3.912542350506371
mean_color,,,-1.7325165483489036,-1.136863123062774,-0.009735812826636683
std_color,,,0.07126943368727554,0.09111931332212667,0.07203134591052024
