,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.3115481050099482,5.619701954608742,99.98398768663702
stds,,,0.048397576584705525,0.2101956496655045,0.9968771939603035
KL,,,25.626795588222254,7.789752766897941,3.8513896195543373
mean_color,,,-1.7402035903546877,-1.2009674337770258,-0.01100701847116045
std_color,,,0.0751284019634472,0.08825290434861417,0.06957181142336157
