time,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31,species_32,species_33,species_34,species_35,species_36,species_37,species_38,species_39,species_40,species_41,species_42,species_43,species_44,species_45,species_46,species_47,species_48,species_49,species_50
0.0,0.32339582122760285,0.28140713162686876,0.3764127240966069,0.5064026044040173,0.4713522967562635,0.509213086563444,0.6386255104244709,0.6692713449346461,0.8544960859051423,1.0374253343556532,1.0632524739905935,1.0993098127143621,1.382373041595683,1.4692068331646793,1.6220177595759118,1.8593612265018777,2.467558173306107,2.33911425447193,2.8933204429075112,3.0534591952389865,3.2780697848981,3.1601838109862976,3.8186731112489403,4.781535199030982,5.318470202867574,6.802030225162576,6.899688310578294,7.865983515820478,9.134791033793228,9.79921936807828,10.968418299851656,12.400884952921425,13.330582821555822,18.167897292727112,18.209426269890375,17.76966440085941,26.962215098613196,27.33562647405157,27.170416297479917,36.397460934660835,28.884462562696235,36.09799224729516,48.84687566233136,48.829713909127946,60.760436197656794,63.305783249558665,65.58493574027297,78.3181776677314,91.4521747240031,94.92981760971225
0.05,0.3419693803496672,0.3076175531955111,0.36352325842628636,0.4536026757589465,0.5894611425378563,0.48245772370042483,0.6324559315213262,0.5757741354601661,0.9413000224659207,0.9879440066360017,1.0165114805877282,0.972877904866463,1.226799546342201,1.227988021566931,1.6242401976270662,1.8444785452740255,2.656849501141478,2.6410733943511335,2.7861847480596604,2.5178468190835894,3.4473116219826907,3.381472159941007,3.8354686676849794,4.79729777500347,5.613060608956025,6.914965396347325,7.913414815497534,8.139062629190759,9.18905793515938,9.165358474657284,12.13212829069573,12.497840512657671,13.713241763152624,15.681061699435148,16.484614869369718,18.695092185843386,23.157132045665907,25.159206153059916,30.407751357123274,34.92336202205286,34.18213458053203,39.993280389930476,46.29804428605149,51.51428950316524,55.70769447221542,62.02553776188755,68.01221324988435,74.62432712516032,94.36770557214447,103.60002360600296
0.1,0.378207998896231,0.3794285221453631,0.3851223144057128,0.538231322020466,0.6029953076404014,0.404928289128043,0.6199166605788149,0.4225543759121463,0.9295451140259294,0.9535249354139774,0.8404280509633992,1.0978320397712173,1.2443346656934686,1.306018060093885,1.516465879203507,1.7633598571002105,2.17801442741809,2.5280444286749373,2.992070483866613,2.089856059723192,2.999361020264044,3.842080530969521,3.9354636523686213,5.320404791169228,5.626206338423613,5.435593894506308,7.469962088394159,8.449651426779516,8.41941703499066,10.175917534011207,11.204255957653594,11.518832718871009,12.81906635268194,13.518023923767615,14.306714366516486,20.654432226991414,25.88454667014171,26.54088856930644,29.564085085071042,37.17400634049838,37.82305755101813,40.65932429076797,43.51913556394753,51.709323957718695,60.96772971814001,62.54067194862542,70.63244904765283,74.46152236644492,93.7122918702981,106.73486356070029
0.15000000000000002,0.33799980442940386,0.4167887158775181,0.4881336209838941,0.5369686375539292,0.5117196649848801,0.40049578280468545,0.6729576909472755,0.48239466190305175,0.9824206239876296,1.0025977335027343,0.9128531588675568,1.14296498641992,1.1351364504504369,1.5099916490592349,1.4244081618674198,1.6387683680246465,2.3057418873963833,2.3994033008078324,3.1155334745694088,2.352447685141355,3.780895119660527,4.3146002531752305,3.9298475011021554,3.99165704732843,5.858632994810422,6.456491191025929,7.486250008410511,8.739716365116129,7.124111631064467,8.473301981021763,12.027203220104752,11.531452095536064,12.083676587404824,12.437234494285077,18.129858614501163,16.259816908276125,22.4904688884812,26.008410776320204,28.61783103373804,31.093254727331807,38.30454803508284,39.1717857948269,43.71217001572219,44.96196983025697,55.45707063866108,65.67106880196536,72.77772455149655,76.18756520295193,86.84512665192815,99.75415299880508
0.2,0.32876563856493435,0.36726323399124344,0.35129669672437397,0.49836125964693306,0.5134933357660981,0.4050525963478751,0.6331172491460875,0.6085862900280868,0.9538751947631454,1.0120198255463122,0.9975642349813445,1.3012366303442633,1.0962236566095622,1.649309642738586,1.399517777860173,1.510984587016453,2.3983420719753696,2.2399777348656094,3.02584106133808,2.61049403750251,3.662906986898882,4.377180452087433,4.26258269613166,4.037110810718415,5.12056034849299,7.703955067634513,7.7167062136465425,9.047773269554186,6.813221961684835,9.945998663512936,9.97242997351858,11.809735071516496,13.78920343322023,13.920223857303354,18.99504803837867,16.783179726940634,23.425982907673383,24.165289640807288,29.890163070982496,29.15025139988793,33.37655251019926,37.404951887603936,43.061416277280905,50.67730773260001,57.16025208060585,66.60198383696748,67.82158129406452,73.34142717434354,94.80307156265509,95.6277948686266
0.25,0.30840187875467034,0.3219725870464466,0.33293869591040626,0.49530885212040715,0.522734632859722,0.3906282860325137,0.6034554611298508,0.5159418859414655,0.8988429910460559,1.170628907104375,0.9818330659019592,1.278371558048167,1.4306979472651682,1.6642840675089772,1.3780501417058992,1.5108362493671272,2.232857514423713,2.432876591787493,3.070586469317676,2.3414599973736014,4.249097917527766,3.8904917336097378,3.651675901981717,4.386219247187678,6.114196648066523,7.772149765787893,7.0716032420379795,9.803601274027269,7.017665922292703,10.892961095713837,9.894696361000586,11.437021701701408,13.487242657768684,13.629574946766745,18.472720559295073,20.767217368226948,21.72998829397227,23.70078948878972,28.695074564824804,30.15303372295941,32.57225334399102,40.27496721514855,42.226942613163835,44.48520645107453,57.40688485475501,59.52219743405436,73.78101771105108,87.88888602232137,80.8629906722351,95.66281827692866
0.30000000000000004,0.3503721611767359,0.40458109389816505,0.2859475564313684,0.5617400831397052,0.5532220815063127,0.37213320092621066,0.5497378770363368,0.5514368886181088,0.9370759015895196,1.2500785444470415,1.1818105605948719,1.165119761320525,1.6112584857551882,1.3694958012173604,1.2730495177035486,1.4853667276920586,2.0920233304628453,1.9818286387841464,3.5740004789198547,2.3766991977453014,3.9985110042762315,3.752940955752953,2.8910229610734133,4.398329442266393,5.996207183268789,8.685945096022282,6.798620831628087,9.661791328795111,7.8148222472022955,9.257251992364235,10.915146730889973,11.140058215472855,12.441108150741485,14.893257963369807,21.782771188958314,18.990980307911947,22.289796570023594,23.712325164715473,26.690725761211997,37.00833951118059,37.07266360231021,40.95534142533033,45.83431002046653,43.21338465309049,54.837876978775896,62.31681576077349,66.17710775716243,74.69657541873947,92.67006663006602,100.5631352329428
0.35000000000000003,0.3216247280208702,0.4276507764418349,0.27021623883406215,0.5658561074730128,0.6682750012578238,0.3548803012591089,0.4866745079856688,0.6086496607197359,0.8802825756249417,1.3829513381791385,1.1117451975682087,1.03295706016407,1.709895474683504,1.34405046146382,1.1732979795628922,1.4322643401484227,1.69949577096252,1.9190302431692339,3.0173731321577195,2.4075947496821706,3.446149295304027,3.1284370057418864,3.3051169954099335,4.912464846362422,5.125921790733655,7.667987100626022,6.742695391637614,8.457301175637454,7.436848439584565,10.13988623997823,9.908011783986447,11.615889436172619,13.776549172024747,15.605064411734567,18.787715753131256,20.283513514478813,22.14352097082224,22.971165365160754,31.290770380033088,31.828367263560214,33.892381384725674,38.643336753450036,45.284147067958415,46.46152515324366,53.224250717762025,58.29430142374774,74.53504947512428,75.7086629868784,89.44536065452645,103.45955751956127
0.4,0.39005198490778625,0.35529836343831916,0.272447546528717,0.5385098837123373,0.6830483677557069,0.3476941921858182,0.5238291094847723,0.539737121294633,0.7979349858120113,1.0668203785122858,1.056122310643075,0.9556421252320346,1.4928526291567188,1.4695432104133337,1.3093897318483465,1.0606324819623352,1.833223530974163,1.776067729168125,2.9326608514723245,2.4603900948071304,4.124247057818991,2.812344327016279,3.360443664516893,4.72449925740055,5.296474789945097,7.036408161041308,6.398472618077634,8.41993924078862,9.704013246353783,10.572824563251736,9.41142059143193,12.984781065009539,14.02144707770896,13.807221600633726,16.35344361699525,18.51633178091101,20.174262272051113,25.873316890628605,26.81502465676786,30.507899861693083,37.93012458258704,36.83069502211943,42.15448325396309,49.340415436522335,56.30302028108407,60.23645989634857,70.26941708951097,81.35324290858563,92.0244465899814,94.34457824607294
0.45,0.32604965399480734,0.40465839480520593,0.2988219596812527,0.5004422861189971,0.5327702816824513,0.40513906375619524,0.5950366818627578,0.6079626334776911,0.7232869257030903,0.9095247148597747,1.1587471133994192,0.8220666705029187,1.5856164734865328,1.72640932646261,1.4320919072629577,1.3267553671552206,1.691818907838921,1.9231534684510045,2.9999040964795474,2.811313226408361,3.7431860830462687,2.7868150630627992,3.479565034297749,4.743761407835842,5.32573184949987,5.828270727043022,6.479943522830658,6.283312725123915,9.291325610993836,8.862775949779014,10.517973228178576,12.066346463141596,14.13965974582006,14.260389841533772,18.75446292892736,16.05532556546711,21.309120919065617,25.886392529651566,26.695741535361687,27.53989075568171,36.06106718312183,37.056275498836214,44.10056785391689,50.410162871727415,58.41528716159183,60.487263349422996,67.97377400824854,84.24574529225377,90.18094802664609,105.2184916044654
