,1.000E-03,1.778E-02,3.162E-01,5.623E+00,1.000E+02
means,,,0.30983400668286026,5.619473276506887,99.99514941092255
stds,,,0.0489040332300136,0.1947625900957073,0.9075576863569669
KL,,,25.160120422272186,5.364480212054918,7.427223507616874
mean_color,,,-1.7473560450872956,-1.1304110128078098,-0.010686185008948149
std_color,,,0.06608008922805855,0.08227013262150867,0.054821349421252344
