,0.01,0.2,0.4,0.6000000000000001,0.8,1.0
0.0,-1.6257989819554846,-1.6599306662298183,-1.4017061912564497,-1.5442596322180053,-1.6841713404051821,-1.00071558650868
0.03,-1.4813597568630887,-1.5435036177208772,-1.5060384587178595,-1.8237019880791334,-1.0726574473432355,-1.095904364920313
0.06,-1.5236757014323064,-1.5636838798381876,-1.4700589963960318,-1.6285640990664094,-1.4479444967748876,-1.7025744495426018
0.09,-1.6381454483598867,-1.5510324662057753,-1.6012551874283563,-1.2821868193915322,-1.5933806786578506,-0.9803023877645565
0.12,-1.560593929489942,-1.5054727017168221,-1.57243027073877,-1.7116017366007779,-1.4956981912733287,-1.1803869578507253
0.15,-1.7010510972651602,-1.5042349491175464,-1.5436415401903654,-1.4142703307536753,-1.5997734968386126,-1.845234033522598
0.18,-1.6349684085717655,-1.575302163418711,-1.6184878114620616,-1.3421187193694428,-1.4214389354728851,-1.474541452950556
0.21,-1.6432165215899448,-1.6588164470448956,-1.6479389163982763,-1.405597530359859,-1.6896459865995899,-1.615148146084048
