,0.01,0.2,0.4,0.6000000000000001,0.8,1.0
0.0,7.993223144621877,7.993477010135308,7.993653666592964,7.993999899733326,7.994229416530645,7.99435761496283
0.03,7.9932292711862925,7.993167316975843,7.993732822017622,7.993970171872628,7.994307610537977,7.994477047702675
0.06,7.9932308336707365,7.99348829556161,7.993623553173153,7.993741855807959,7.994218161136495,7.994472511493494
0.09,7.993234181389944,7.993495379415545,7.993693060841209,7.993866548926406,7.994181708706243,7.994362227387746
0.12,7.993223961976226,7.9933739351264,7.993655491549784,7.993900665551305,7.9942002662302025,7.994503754355112
0.15,7.99323108246984,7.993450662119999,7.993788098471715,7.993923050089122,7.994199149197903,7.994381544723301
0.18,7.993229694444306,7.9935540125069044,7.993513080343629,7.993918304384125,7.994141895560492,7.994485104241389
0.21,7.993231439196372,7.993419521331497,7.9936014069841494,7.993809841231278,7.994245063313625,7.994380419443121
