1901	1388	1356	681	1022	1365	1337	1419	588	258	855	7.5	365	615.5327	2154	1371	1514	1873	1261	1205	1066	959	1791	1095.692	1227	731	367.3028	1209	1427	1359	1974	1272	1559.609	2132	1499	1085	881
814	792	546	785	741	646	819	841	388	304	767	1023.5	766	1164.121	152	783	672	993	695	520	969	940	368	692.7468	590	1505	1607.064	643.2675	423	547	466	290	403.2252	485	732	260	60
273	401	263	82	581	121	226	781	784	502	1324	553.5	762	239.9248	540	763	466	160	281	393	184	785	209	359	412	838	868.5	643.0824	830	1015	327	494	646.5	546	882	138	64
288	783	832	516	1082	357	610	167	210	768	1013	1911.964	2000	2116.871	388	496	398	554	613	250	368	583	368	166.5	208	288	96.54936	354.0307	307	316	293	289	129	358	289	31	135
212	339	207	691	274	75	286	501	247	958	212	115.0798	571	112.7322	363	206	276	703	581	819	203	367	360	161.2503	690	352	369	614.9647	817	605	205	679	1007.5	360	501	1537	1118
524	532	508	100	573	588	307	327	181	17	313	963	555	416.9139	216	523	508	122	421	616	75	929	222	303.5	336	543	956.0816	265	30	184	122	84	40.10155	171	264	55	12
172	625	433	405	467	658	591	302	1	134	66	16.5	176	344.9737	262	109	279	267	218	371	902	248	522	604.5	414	126	60.99515	131.3035	431	295	179	54	129.6534	240	20	132	813
221	476	448	859	422	487	172	361	82	757	169	44.67937	64	315.4904	288	105	359	372	122	478	614	191	145	469	542	141	61.35814	121.2493	286	102	137	353	467.5	296	257	625	777
139	73	114	185	303	227	276	120	196	853	229	59.13178	507	123.869	694	99	291	248	212	314	138	197	313	427	412	177	94.26997	201.7137	292	425	152	366	239	185	297	499	497
266	140	178	280	155	183	123	118	57	14	7	0	16	309.8192	67	69	120	57	275	210	266	233	250	267	223	153	158	324.5	292	193	587	358	331.909	239	149	92	331
167	280	299	311	143	235	414	94	114	1	9	0.5	52	84.75441	82	147	194	62	145	202	292	131	389	85.76998	122	151	29.67385	35.21807	167	177	223	219	148	265	190	368	111
232	403	373	133	181	462	148	416	201	44	320	34	258	170.9301	76	361	195	68	271	293	94	226	75	148	160	295	358.3322	139	101	149	156	136	90	166	248	30	14
6	0	0	9	4	0	3	20	3161	482	422	556.7822	84	57.6	4	9	2	194	0	29	3	3	0	3.966427	1	15	124.5	112.5	245	5	53	13	20.20703	2	0	2	0
276	162	104	29	118	45	91	54	24	51	411	42.2462	205	438.1607	77	533	429	337	215	210	116	106	72	223	160	308	168.4473	123	40	82	154	58	41.1027	78	146	27	13
61	141	98	59	135	38	76	150	209	77	209	138.5	218	101.0432	80	181	153	123	105	68	127	217	75	140.7358	120	312	294.5548	131.5	180	192	116	72	151	124	195	34	8
101	72	44	12	175	150	61	94	22	116	347	19	6	161.463	164	246	75	30	300	233	45	151	125	256.5	217	199	501.5	610	73	96	83	105	27.52275	43	169	23	6
44	150	201	178	88	165	202	100	9	50	19	2	53	46.56506	130	43	82	57	106	128	461	127	188	286.8941	155	45	66.27611	46.98104	161	176	218	57	81.67663	124	25	112	247
74	88	43	88	127	48	84	116	303	0	32	0	44	41.80103	135	171	143	133	101	157	32	261	50	35	275	204	229.5	326.5	53	90	89	55	68	146	111	120	82
174	66	62	202	72	153	63	163	201	125	120	31.1326	71	65.53976	164	27	78	60	22	95	63	47	35	74.82077	16	60	36.5	105.6492	72	40	52	557	218	175	111	272	134
52	130	145	53	102	80	96	134	147	69	144	86.5	115	83.73842	66	125	86	72	87	45	83	211	52	112.5744	121	237	273.3493	91.19261	106	137	96	35	86.5	111	133	21	8
94	48	83	100	67	86	122	84	48	25	7	6.5	35	19.14571	131	43	60	114	44	126	57	32	115	145.5	105	49	51	33.72258	97	109	70	98	176.3787	224	114	257	288
229	108	96	39	66	45	119	85	115	83	172	141.5	88	79.67992	87	106	140	88	135	39	25	80	43	87.5	66	109	56.5	92.5	56	60	42	81	20.8682	88	75	54	15
79	133	185	83	54	102	174	48	41	1	2	0	11	22.1825	113	84	110	63	104	65	148	49	316	81.5	93	62	18.5	22.11438	84	84	198	85	71	157	81	136	47
98	133	136	76	93	181	126	231	71	26	122	128	76	142.8771	37	202	74	81	249	60	55	121	55	96	102	184	256.5	104	33	51	75	31	17.1291	57	93	19	3
208	34	36	58	43	83	110	125	49	44	15	34.87037	99	20.07426	108	35	17	86	75	112	59	73	116	96.38701	85	47	78.92199	86	169	106	48	78	94.5	76	53	205	116
30	41	111	235	85	164	101	100	2	2	6	0.5	0	9.940698	130	12	11	12	116	237	379	81	65	135.0252	68	17	14.90032	5.306818	147	149	309	84	43	61	9	67	82
44	114	162	239	107	104	47	79	43	146	16	9.184896	9	87.82714	108	22	92	113	50	66	169	47	56	141.5	158	50	18.13126	47.5	86	33	43	47	115	65	75	125	232
102	53	90	361	81	280	91	18	13	86	28	0	0	11.01947	93	55	138	38	31	40	105	63	21	20	24	24	68	100.5	57	20	30	78	28.5	94	90	112	21
79	29	39	132	32	96	139	80	44	107	13	2	35	53.96121	68	19	59	99	45	108	82	27	52	95	49	28	61.5	72	38	54	67	82	107.8797	90	94	100	79
184	77	36	14	126	44	128	638	32	41	50	89.42231	54	36.69439	110	446	53	29	336	48	6	24	9	38.5	148	155	46.5	18.83333	9	36	24	29	23.38041	38	22	24	8
25	4	12	21	6	7	18	28	60	99	80	249.5	178	40.89181	115	41	13	75	27	30	30	14	91	17.79144	48	60	116.5	63	50	64	24	27	46.04087	30	51	100	55
39	21	44	68	49	75	42	17	64	21	15	0.5	32	58.66408	114	18	54	35	73	51	42	67	106	111.2567	85	57	29.00921	44.86048	49	52	57	90	70	48	61	68	147
74	31	43	81	49	54	37	28	20	1	1	0	7	91.14509	18	17	39	11	86	79	125	64	78	100.5	74	51	57.5	121.5	122	68	252	117	58.5435	50	38	29	93
0	11	3	2	0	10	1	10	3	7	40	0	0	0	0	0	1	0	0	0	5	409	211	75	152	261	121.5605	125	102	65	36	70	313.3012	56	92	100	195
66	75	58	19	36	13	66	29	10	7	65	24.5	69	209.352	17	134	125	222	100	41	72	51	43	70	65	136	80.33344	35	9	18	64	11	11.82301	39	42	10	2
31	103	113	88	62	67	117	26	31	1	3	0	25	33.89243	23	53	54	36	46	28	86	50	162	27.55102	39	50	7	10.68719	44	42	82	32	35.5	99	62	49	25
36	44	7	7	57	0	303	1	2	28	38	2.183036	8	7.179854	21	48	47	40	154	7	0	37	56	14.5	9	42	3.5	7.793831	3	367	20	45	0.9243257	30	35	16	45
40	27	24	63	11	62	65	15	29	20	1	0	2	23.29706	9	27	47	63	20	67	34	38	32	41	105	13	36	29.82367	39	33	39	46	66	37	44	68	64
104	33	49	147	38	63	10	69	57	28	83	0.5	0	0	0	0	0	0	0	0	0	0	41	52.85599	29	31	66.73058	146.4284	26	36	32	4	107.3928	37	172	12	36
180	105	148	210	72	113	48	86	29	1	0	0	11	65.15125	10	15	14	12	66	58	29	12	19	25.5	30	14	11.0699	33.5	24	13	48	76	48.87653	39	30	17	70
24	9	6	14	7	59	14	3	1	54	65	22.5	84	17.90168	6	4	123	111	2	2	0	5	2	6	14	1	8	305.0971	10	6	0	22	145.5	14	131	5	38
34	15	8	10	22	18	34	45	22	76	18	116.5	75	35.42786	129	20	28	70	30	31	15	26	32	25	38	35	26.5	27.67532	56	48	30	27	36.92485	36	39	125	33
3	0	0	3	0	11	13	26	3	154	4	4.5	127	83.15538	20	0	48	106	34	10	1	13	48	13.5	14	7	7.698777	7.447921	9	3	25	22	47.36455	25	11	461	181
36	60	49	8	32	18	31	10	10	4	47	14.5	30	113.0298	20	196	86	32	113	40	21	49	31	86	62	91	63.5	42.5	0	13	35	3	3.381092	19	21	1	1
58	24	9	36	14	77	11	42	12	59	35	2.546875	21	13.74556	73	19	51	31	9	43	4	26	9	23	12	23	7.618529	48	21	14	21	311	32.92735	66	47	151	62
43	34	17	43	35	47	88	23	2	4	2	0.5	2	12.84551	101	24	20	21	61	46	24	10	41	40	25	10	9.737728	12.55325	70	30	67	85	22	18	5	52	29
2	0	0	0	0	0	0	15	24	139	114	5.5	26	37.04768	57	45	32	48	64	18	11	12	36	6.428623	34	40	40.5	41.5	62	92	17	10	31.96387	58	50	28	21
35	37	60	52	51	50	30	36	19	10	1	0	8	37.68138	28	9	20	20	60	27	53	27	54	61	50	21	21.5	41	49	46	73	42	38.5	45	29	19	71
14	33	46	82	29	35	22	35	10	56	6	5	12	33.6139	43	6	35	40	30	20	64	33	25	58.5	81	30	11.86648	10.21233	44	12	24	19	91.92905	32	24	56	118
27	24	7	2	13	18	17	28	12	257	42	0	1	17.64331	47	19	35	82	16	35	15	13	26	19	29	11	27.5	15.5	56	11	18	71	40.13133	17	35	65	134
6	39	12	15	59	56	109	7	6	24	0	34.5	21	7.825767	23	10	30	16	21	56	60	58	18	44	30	10	11	33	85	42	8	23	34.5268	51	33	49	73
13	9	28	36	46	27	21	18	33	46	5	2.888889	17	25.86842	53	11	27	15	52	30	21	44	62	56.77942	52	28	11.77625	23.32931	39	39	38	44	40	36	22	38	97
15	38	3	16	18	21	42	23	1	1	5	661.8638	20	6.044508	2	5	33	22	9	4	30	20	1	3.472408	2	5	1.5	60.5	11	4	15	1	53	4	21	11	5
31	30	44	38	78	46	10	23	12	4	29	79.20483	42	43.39196	7	28	66	22	19	26	45	46	23	15.5	2	27	35.5	23.5	24	22	40	11	59.01238	16	50	1	28
48	36	27	32	22	43	20	47	51	21	18	10.42362	24	21.35291	104	16	35	37	22	11	10	30	17	23.59757	14	22	10.12861	22.5	15	18	33	63	32.5	66	22	44	26
105	13	15	2	30	21	29	52	25	59	202	48.73586	46	11.42838	5	31	43	7	13	41	1	7	10	37	18	60	41.8088	11	12	14	15	13	4.704142	21	32	12	0
22	16	34	34	14	20	36	22	24	4	4	3.857143	10	10.4191	36	18	19	49	24	16	27	18	64	56.62734	44	20	28	13.05668	32	35	33	26	52.5	73	26	62	72
25	4	18	20	9	22	34	21	32	52	15	15	54	9.657354	72	7	9	49	15	14	23	11	70	40.5	26	12	32	26.5	30	32	18	15	30	23	22	70	39
44	9	19	23	8	22	20	22	36	3	10	1	14	17.46154	34	16	9	26	37	15	31	29	70	31	32	39	50.96195	38.66102	52	34	33	27	47.5	30	14	34	49
18	32	13	61	3	21	1	6	3	34	11	0	0	3.45684	6	177	265	107	26	8	182	39	92	0	0	0	2	19.76023	0	0	5	0	3.5	2	18	0	0
10	33	41	64	36	62	38	34	0	4	5	2.183036	4	10.9335	38	2	16	9	23	45	98	31	26	77.06117	24	7	5.110475	2.992188	87	44	54	4	16	27	2	14	52
24	52	73	28	59	24	43	12	23	10	25	0	22	39.90075	51	36	21	50	60	15	34	40	43	17	30	21	7.338579	25.22541	38	26	43	17	8	33	23	10	11
7	9	9	1	31	0	11	41	7	16	171	2.183036	19	12.63242	54	138	28	29	15	95	0	3	11	1	45	25	83.5	5.193237	2	1	5	84	0.4015429	1	20	2	6
43	14	10	14	32	26	28	13	54	15	15	49.71872	57	14.81348	7	20	26	44	12	23	15	8	26	19.58418	17	20	23	13.73077	25	16	21	21	42.3719	18	37	23	27
14	61	106	47	55	36	79	9	10	2	5	2	31	46.45159	32	30	26	25	44	13	47	20	59	9	14	30	4.916418	8	32	22	27	17	6	27	17	6	7
22	20	31	40	39	26	15	12	8	3	2	0.5	3	41.10959	11	11	10	6	48	14	57	47	64	41	36	32	25.5	22.5	42	31	63	37	36.5	34	21	16	55
12	1	9	12	27	22	15	10	19	125	31	6	32	8.463879	67	7	26	20	12	17	6	17	15	22	32	4	6	13.49259	25	23	14	33	16	14	20	36	36
32	14	28	18	6	13	19	17	19	2	3	0	7	23.88465	10	12	7	14	44	24	27	44	69	23	35	26	32	28.14764	52	31	38	23	36.5	25	16	22	44
15	34	34	25	51	19	32	12	14	33	71	98.72519	101	122.9221	16	30	24	41	27	16	2	11	3	4	2	5	1.334184	6.5	2	5	5	21	7.5	21	14	3	13
4	22	38	48	26	40	32	14	0	6	1	12	3	18.5109	27	5	10	16	28	37	88	7	18	48.24611	12	4	2.89673	4	50	24	63	9	22	15	6	10	46
28	12	8	0	16	22	9	18	19	8	110	177.3745	44	27.54406	15	36	17	6	11	7	3	8	6	12	12	30	24	7	12	30	19	19	5.42669	4	26	6	2
34	16	33	54	22	33	3	34	54	8	16	0	0	0	0	0	0	0	0	0	0	0	34	38.58313	23	19	27.5	74.03384	15	22	19	3	46.78458	23	87	9	20
13	7	30	24	20	28	7	17	16	2	1	0	2	25.10246	11	4	15	10	32	18	30	27	44	36.5	25	18	15.5	24.92743	30	30	47	20	31	29	24	18	37
11	7	15	36	12	25	32	14	11	27	1	0.5	14	12.21608	21	9	18	29	9	18	26	7	35	33	23	7	20.5	12.42748	10	15	24	15	24.76631	28	34	20	33
9	6	8	8	19	13	13	14	5	0	1	2.1375	7	13.08311	39	9	14	15	7	15	5	11	60	13.24658	9	17	12	29	30	22	12	17	11	30	18	35	35
6	10	16	19	24	15	11	5	3	84	9	1.666667	13	5.111111	46	1	12	21	7	13	26	9	16	35.5	36	11	2.883878	8.304024	15	25	7	19	18	11	13	51	44
6	1	3	5	2	2	4	5	25	29	17	59.5	45	11.62018	33	16	3	25	9	6	15	7	27	3.453276	10	19	14.5	17.5	17	18	8	2	13.5	12	7	21	11
4	0	0	0	0	0	63	0	46	396	0	88.5	7	11.93021	0	0	0	0	0	5	0	0	0	12.51463	0	0	32.5	16	0	0	4	10	1	0	1	0	1
19	5	14	32	5	25	20	10	9	8	0	0.5	4	21.71812	15	4	7	10	31	23	14	8	24	28.5	22	9	20.12138	27	7	6	29	27	40.81095	28	25	20	29
13	15	7	15	18	16	9	10	18	14	2	1	24	13.10415	18	9	17	16	8	3	15	11	35	8.5	16	19	32.5	56.5	26	38	21	14	7.5	13	16	27	30
10	26	47	28	43	20	16	3	8	29	11	48.65419	50	79.96312	13	12	20	19	45	8	16	18	18	10.5	6	21	6.496009	10.33333	9	7	9	11	6.5	15	15	1	6
31	26	35	2	14	6	21	13	4	3	24	8	33	40.71765	11	101	31	14	53	22	11	14	8	29.5	32	31	13.37751	6	3	7	20	5	0.980345	3	8	2	0
11	4	6	13	15	12	31	6	9	60	12	2	37	3.586595	35	11	17	16	12	26	9	9	11	23.40456	22	4	5.5	13	10	27	5	27	13	12	16	37	30
14	31	48	25	18	17	36	6	5	0	1	0	4	15.14286	9	11	27	5	15	16	25	19	45	8.5	12	13	3.5	1.020594	13	17	17	7	10	19	20	27	4
9	19	10	15	13	16	22	15	10	6	2	1	7	7.272216	28	5	12	22	7	31	11	5	23	24	17	11	7.5	6.694922	18	14	6	21	26.28315	50	13	42	49
10	19	51	51	12	21	7	18	5	2	0	0	1	22.93502	9	1	4	9	15	12	50	13	17	33	18	10	8	12.97534	23	7	36	14	22	19	13	15	42
21	29	25	22	28	12	7	6	13	26	14	16.3609	9	13.38891	3	26	11	24	13	14	39	13	16	11.5	6	14	16.5	16.58824	19	16	17	13	10.87356	23	43	7	10
4	12	2	6	6	6	8	14	7	4	21	245.1095	44	2.400845	6	2	21	15	2	3	7	5	0	1.324556	2	1	2.767857	21	1	4	0	0	23.5	7	6	12	4
22	21	33	29	25	17	18	10	5	0	0	0	3	13.5102	8	7	14	2	26	13	18	19	22	22.5	17	7	12.5	18	22	17	44	16	19	12	6	6	28
0	2	0	1	2	11	1	2	16	2	5	6.037037	9	12.86755	2	27	23	13	5	2	32	19	15	7.051904	4	11	38	27	14	21	8	8	49	15	11	2	33
4	18	13	25	22	20	12	3	0	2	1	0.5	5	33.04939	16	2	11	20	11	15	27	4	12	19	23	10	1.744681	7.938093	6	12	18	12	17.5	17	25	18	28
14	17	21	13	9	11	8	12	4	2	4	0	4	3.765115	24	14	13	25	7	11	23	7	27	21.5	21	9	3	6.23568	10	8	8	12	19.5	24	20	24	25
47	14	4	12	41	21	6	12	9	6	21	87.53635	48	2.1125	3	20	30	3	18	18	0	13	5	34.5	5	28	8	0	0	0	0	0	0	0	0	0	0
12	9	4	22	6	12	19	9	6	22	2	0	3	14.29364	23	6	10	28	13	26	11	9	9	19	6	7	12.5	9.8659	4	12	14	19	21.33939	12	26	14	15
0	0	0	0	0	0	0	0	0	0	3	0	4	21.96081	20	6	30	7	18	21	21	7	19	18.22056	18	27	8.338235	6	1	12	29	14	18.5	19	26	27	2
