7	18	7	8	12	7	9	7	14	9	17	20	12	4	15	7	4	7	8	5	11	5	8	14	3	8	7	7	12	9	10	14	12	7	9	6	8	13	13	7	5	7	4	19	15	9	8	16	8	11	12	3	1	9	11	6	5	4	8	15	18	10	9	8	8	1	10	15	5	10	11	18	6	5	16	5	6	11	8	18	5	10	5	3	14	5	6	15	4	19	4	7	14	5	6	8	16	12	8	5
5	17	5	4	9	7	5	6	13	3	17	20	8	3	13	2	2	3	4	2	10	3	6	13	1	3	5	2	8	7	8	11	8	4	7	1	3	13	13	6	4	3	3	19	11	4	3	14	4	7	6	1	0	5	4	1	2	1	4	10	17	2	3	5	5	0	3	11	2	7	5	17	2	2	8	2	3	7	5	12	1	10	2	2	13	4	4	11	3	19	1	2	11	3	2	7	14	12	2	4
3	16	1	3	7	1	3	4	13	2	17	20	8	1	11	0	2	0	0	0	10	1	3	10	0	2	4	1	8	4	5	11	7	1	3	1	1	13	12	4	3	2	2	19	8	2	1	11	1	6	3	1	0	2	3	1	0	1	2	7	17	1	1	2	3	0	0	9	0	5	4	12	0	3	6	0	0	4	3	9	0	10	2	1	12	4	4	10	0	17	0	1	6	2	0	7	14	11	0	2
1	16	1	1	5	2	2	4	11	2	18	20	7	1	10	1	1	0	0	0	8	0	3	10	0	1	2	0	9	2	5	10	5	1	3	1	1	12	12	4	2	1	2	18	8	2	1	9	0	4	2	1	1	1	1	1	0	1	1	7	15	1	1	1	2	0	0	7	0	4	3	11	0	4	5	1	0	5	2	4	0	10	1	1	11	2	4	8	0	17	0	1	5	2	0	6	14	11	0	1
1	15	1	1	2	1	1	4	9	2	18	21	4	1	7	1	0	1	0	0	8	0	2	10	0	1	2	0	6	1	4	8	2	1	0	1	1	12	11	1	3	1	1	16	6	1	1	3	0	5	0	0	0	1	0	1	0	1	1	3	15	1	0	1	2	0	0	5	0	1	2	9	0	4	4	1	0	4	2	2	0	9	1	0	9	1	1	7	0	15	0	1	4	2	0	4	13	10	0	0
1	15	2	1	0	1	2	0	7	0	18	21	1	1	3	0	0	0	0	0	10	0	1	8	0	1	2	0	5	1	2	6	2	1	0	1	0	12	9	1	1	1	0	14	5	0	0	2	0	3	1	0	0	0	0	0	0	0	0	3	14	0	0	0	2	0	0	3	0	0	1	7	0	3	2	0	0	3	1	1	0	9	1	0	5	0	1	7	0	13	0	1	2	2	0	4	13	10	0	0
2	13	2	0	3	1	2	1	7	0	18	19	1	1	1	0	1	0	0	1	10	0	1	9	0	0	1	0	4	0	0	6	1	1	0	1	0	12	10	1	0	1	0	12	2	0	0	1	0	3	1	0	0	0	0	0	0	0	0	3	14	0	0	0	1	0	0	2	0	0	1	5	0	1	0	0	0	1	0	0	0	9	1	0	5	0	0	7	0	13	0	0	2	1	0	4	13	10	0	0
2	12	2	0	3	1	3	0	8	1	19	19	1	1	1	0	0	0	0	0	7	0	1	6	1	0	0	0	5	0	0	5	1	1	0	0	0	12	10	1	0	0	0	10	2	0	0	1	0	2	1	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	1	0	0	1	4	0	1	0	0	0	1	0	0	0	9	2	0	3	0	0	6	0	13	0	0	1	0	0	2	12	9	0	0
3	12	2	0	0	0	2	1	6	1	19	19	1	1	1	0	0	0	0	1	7	0	0	6	0	1	0	0	6	0	0	3	1	2	0	0	0	11	10	0	0	0	0	7	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	9	2	0	3	0	0	5	0	13	0	0	1	0	0	2	11	9	0	0
3	12	2	0	0	0	2	2	7	0	18	19	0	0	2	0	0	0	0	0	7	0	0	5	0	1	0	0	5	0	0	2	1	2	0	0	0	10	10	0	0	0	0	7	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	9	1	0	3	0	0	5	0	12	0	0	1	0	0	1	10	8	0	0
3	13	2	0	0	0	1	1	7	0	18	19	1	0	2	0	0	1	0	1	6	0	0	4	0	1	0	0	4	0	0	2	1	1	1	1	1	10	10	0	0	0	0	4	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	8	1	0	2	0	0	5	0	12	0	0	1	0	0	1	9	8	0	0
2	11	2	0	0	0	1	0	5	1	17	19	1	0	2	0	0	0	0	0	6	0	0	4	1	0	1	0	4	0	0	0	2	0	2	1	1	10	10	0	0	0	0	4	2	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	8	1	0	2	0	0	4	0	9	0	0	1	0	0	0	9	8	0	0
1	12	2	0	1	2	1	0	5	1	17	19	1	0	1	0	0	1	0	0	6	0	0	4	1	0	2	0	3	0	0	0	0	0	2	1	1	10	10	0	1	0	0	3	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	8	0	0	2	0	0	3	0	7	0	0	1	0	0	0	8	8	0	0
1	13	0	1	0	1	2	0	5	1	16	20	1	0	1	0	0	0	1	1	6	1	1	5	1	1	1	0	2	0	0	1	0	0	0	0	1	10	10	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	8	0	0	2	0	0	3	0	7	0	0	1	0	0	0	8	7	0	0
1	12	1	0	0	2	2	0	5	1	16	20	1	0	0	1	0	1	1	1	5	0	0	6	0	1	1	0	1	0	0	1	0	0	0	0	0	10	10	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	7	0	0	2	0	0	3	0	7	0	0	1	0	0	0	7	7	0	0
2	9	2	0	0	1	1	1	4	1	16	20	2	1	0	1	1	1	0	0	2	0	0	7	0	1	1	1	1	0	1	1	0	0	0	0	0	10	11	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	7	0	0	2	0	0	3	0	7	0	0	1	0	0	0	7	6	0	0
2	7	1	0	0	0	1	1	4	1	16	20	2	1	0	0	1	0	0	0	1	0	0	6	0	0	1	1	1	0	1	1	0	0	0	0	0	10	11	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	7	0	0	2	1	1	3	0	6	0	0	0	0	0	0	7	6	0	0
2	8	1	1	0	1	2	2	3	0	16	20	2	1	0	1	1	0	0	0	2	0	0	6	1	0	0	0	1	0	1	1	0	1	0	0	0	10	11	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	2	1	1	2	0	5	0	0	0	0	0	0	7	6	0	0
2	10	1	1	0	1	2	2	3	0	16	19	2	1	0	1	0	0	0	0	2	0	1	6	1	1	1	0	0	0	1	1	0	2	0	0	0	10	11	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	1	1	1	2	0	5	0	0	0	0	0	0	6	6	0	0
2	7	0	1	0	1	1	0	2	0	15	19	1	0	0	1	1	0	0	0	1	0	0	6	2	1	1	0	0	0	3	2	0	2	0	0	0	10	11	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	2	0	4	0	0	0	0	0	0	6	6	0	0
2	7	0	1	1	0	0	1	2	0	15	19	2	1	0	0	1	0	0	1	1	0	0	7	0	1	1	1	0	0	3	2	0	1	0	0	1	10	11	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	4	0	0	0	0	0	0	5	6	0	0
3	7	2	2	0	0	0	1	2	0	14	19	2	0	0	0	0	2	0	1	1	0	0	5	0	1	0	1	0	0	1	2	0	1	0	0	1	10	11	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	4	0	0	0	0	0	0	5	6	0	0
3	7	0	2	0	0	1	1	1	0	15	19	1	0	1	2	0	1	2	1	2	0	0	5	1	1	0	1	0	1	1	1	0	1	0	0	2	10	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	4	0	0	0	0	0	0	5	6	0	0
1	8	0	0	1	1	1	1	1	0	15	18	2	1	1	1	0	1	1	1	1	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	2	10	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0	4	5	0	0
2	6	0	1	1	0	1	0	0	0	14	18	1	1	1	2	0	1	1	1	1	0	1	5	0	0	0	1	0	0	0	1	0	0	0	0	1	10	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0	4	4	0	0
3	5	0	0	0	0	1	1	1	0	14	18	1	0	0	0	0	0	0	0	1	0	1	6	0	0	1	1	0	0	0	0	0	1	0	0	1	10	8	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0
1	5	0	0	0	0	0	1	1	0	13	18	1	0	1	0	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	1	0	1	0	1	0	9	8	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0
0	5	0	0	0	0	0	1	1	0	13	18	1	0	1	0	0	0	0	0	2	0	1	4	1	0	0	1	0	0	0	1	0	0	0	1	0	10	7	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0
1	5	0	0	2	0	0	2	2	2	14	18	1	0	2	1	0	0	0	0	2	1	0	4	1	0	1	1	0	0	0	1	0	2	0	1	0	10	7	0	1	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	3	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0
3	5	0	0	2	1	0	0	2	0	14	18	1	1	1	1	1	0	0	1	2	1	1	3	0	0	0	1	0	0	0	1	0	2	1	0	0	10	6	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	5	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0
4	4	0	1	2	1	0	0	2	0	15	18	0	1	1	2	1	1	1	0	1	1	1	4	1	0	1	1	1	0	0	1	0	2	1	0	0	11	8	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	4	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	3	0	0
2	4	4	0	2	1	0	1	2	0	15	17	0	1	2	0	1	1	1	0	1	1	2	4	1	0	1	1	1	0	0	1	0	1	0	0	0	12	7	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	3	0	0
1	3	4	0	1	0	0	1	2	0	15	17	0	0	3	0	0	0	0	1	1	0	0	3	1	1	1	1	1	0	0	2	0	1	0	0	0	11	7	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	3	0	0
1	3	2	1	1	0	0	0	2	0	14	17	2	0	3	0	0	0	0	0	2	0	0	3	1	2	1	0	1	0	0	1	0	0	0	0	0	10	7	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	3	0	0
1	4	3	0	1	0	0	0	2	0	14	17	2	0	3	0	0	0	0	0	2	1	0	3	0	1	1	2	2	0	0	2	0	0	1	0	0	10	7	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	2	0	0
2	5	1	1	1	0	0	1	3	0	14	17	2	0	4	1	0	0	0	0	1	1	0	3	0	0	1	1	2	0	0	2	0	0	1	0	0	10	7	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	2	0	0
2	5	1	1	0	0	0	0	4	0	14	17	5	0	3	1	0	0	0	0	1	1	0	3	1	0	1	1	2	0	0	2	0	0	1	0	0	10	7	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	2	0	0
1	6	1	1	0	2	0	0	4	0	14	19	4	0	3	1	0	0	1	0	2	0	0	3	0	0	1	1	1	0	0	1	0	0	2	1	0	10	8	0	0	1	0	1	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0
3	6	0	0	0	0	0	0	4	1	15	18	3	0	1	1	0	0	1	0	2	0	0	3	2	1	1	1	1	1	0	3	0	0	1	0	0	10	8	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0
