"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,5,2,1,5,5,10,2,3,8,3,5,2,0,0,2,6,2,4,5,1,1,0,13,2,0,7,2,6,3,3,4,4,0,4,6,4,5,3,0,5,4,8,3,7,0,7,4,1,0,0,3,2,7,9,3,6,2,1,9,1,6,4,1,3,5,2,2,7,2,5,12,5,2,4,4,3,4,3,6,0,9,3,3,3,7,0,7,5,0,1,3,5,3,2,2,5,4,6,3,1
2,7,4,3,9,8,11,4,4,8,7,3,7,2,0,2,8,3,4,4,1,1,0,17,2,0,8,2,9,4,9,6,5,3,5,7,6,6,6,1,6,5,11,3,9,0,12,6,1,2,0,3,4,11,12,5,7,4,1,12,1,9,12,2,6,7,3,2,9,3,11,13,7,4,5,5,3,4,2,7,1,9,4,5,2,7,1,10,7,0,2,5,9,5,3,3,9,5,6,3,0
3,5,5,3,9,9,16,3,8,8,9,6,7,2,0,4,11,6,4,6,1,1,0,18,3,0,11,1,12,4,10,7,9,3,3,7,6,12,7,2,9,7,16,4,14,0,14,8,1,2,1,2,8,14,15,6,9,4,2,14,3,12,14,4,6,9,7,2,13,6,11,16,10,4,5,6,3,5,5,11,2,11,5,9,3,9,3,17,7,0,2,7,14,11,3,4,14,7,7,3,1
4,8,5,3,9,11,16,7,7,10,13,9,9,2,0,4,13,7,4,10,1,3,2,19,3,0,15,1,14,4,10,8,12,3,3,10,7,15,7,3,11,8,19,4,16,0,18,10,1,3,1,2,9,14,14,10,8,6,3,15,5,16,15,8,9,11,8,2,15,6,12,21,10,8,7,6,8,6,5,15,3,12,5,10,5,12,4,16,9,0,2,6,18,14,3,5,15,9,8,4,2
5,6,6,3,9,12,18,7,7,12,16,13,9,2,0,4,16,8,5,10,2,3,2,20,3,0,17,1,16,4,13,10,12,3,4,13,10,17,6,4,11,10,18,4,22,0,21,10,0,7,1,2,10,19,16,14,10,6,3,11,5,18,17,8,9,11,8,2,19,9,16,23,12,6,10,6,9,6,3,14,3,16,6,12,8,14,6,20,8,0,2,5,19,17,3,5,15,9,12,8,4
6,7,6,3,9,16,19,8,9,15,18,16,9,2,1,4,17,11,7,11,2,3,2,20,3,0,17,1,18,5,16,13,14,3,5,16,13,19,6,6,11,12,18,4,23,0,20,12,1,8,1,4,13,22,18,18,10,9,4,10,5,18,16,10,10,13,9,3,23,11,17,25,14,6,10,7,11,6,4,17,2,18,7,12,7,13,7,21,8,0,3,5,21,18,4,5,17,10,13,8,5
7,8,7,4,11,18,22,9,9,19,18,20,10,2,1,5,16,10,10,14,3,4,2,21,2,0,19,0,20,5,17,13,14,3,7,17,12,21,6,6,13,13,20,5,29,1,20,14,1,9,1,6,14,23,19,20,10,11,7,11,6,19,16,10,10,16,10,5,22,13,20,28,14,6,10,9,12,7,6,18,2,17,6,14,7,15,7,24,10,0,3,5,27,20,7,5,14,11,13,9,6
8,11,7,5,12,19,23,12,11,23,18,18,12,4,1,5,16,9,10,15,3,5,0,22,3,0,19,0,22,5,18,14,15,3,7,17,12,22,7,6,14,17,23,5,30,1,21,15,3,9,1,6,13,24,21,20,9,11,7,12,6,20,19,13,7,18,12,5,24,13,21,30,14,6,9,10,14,7,6,20,2,23,7,14,8,15,7,27,10,0,5,8,33,23,7,6,14,13,17,9,7
9,11,8,5,13,17,25,12,11,26,20,17,12,4,1,5,20,8,10,16,3,5,1,24,4,0,19,0,25,6,20,13,19,4,8,18,14,24,7,7,15,17,26,5,33,1,22,16,3,9,0,6,12,25,23,21,12,12,8,12,6,19,19,17,8,19,13,5,27,14,24,29,17,5,11,11,15,7,8,19,1,25,8,18,9,14,7,27,10,0,5,8,32,21,6,7,15,13,20,9,8
10,16,7,4,12,15,26,14,11,29,22,23,13,4,2,8,21,8,10,19,3,6,3,24,4,0,23,0,25,5,25,11,22,5,8,15,16,24,9,8,14,18,22,5,34,1,22,15,4,9,0,7,13,27,24,22,11,13,8,16,6,20,15,17,7,23,13,5,26,14,25,33,16,5,12,13,13,8,7,19,1,24,7,21,8,13,8,32,12,0,7,9,36,22,7,9,14,13,22,9,6
