"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,1,2,1,4,2,2,0,2,2,2,0,1,0,4,4,7,3,0,2,0,2,3,1,3,3,0,1,3,3,2,2,3,0,5,2,0,1,7,4,0,9,1,5,0,0,1,1,0,2,0,4,1,6,1,0,2,5,0,3,2,1,4,3,4,3,0,4,4,3,0,1,3,0,5,3,0,0,1,0,3,1,2,0,3,1,0,3,0,0,0,6,1,3,0,4,1,0,1,5,2
2,1,2,1,6,3,3,0,1,4,5,0,1,0,3,6,9,4,1,3,0,3,4,3,3,4,2,3,6,4,3,2,4,1,5,3,1,2,7,5,0,13,2,6,0,1,1,1,1,4,0,4,5,7,1,1,2,7,0,5,4,2,6,3,6,4,0,7,4,3,2,2,3,0,7,5,0,0,1,0,3,2,3,0,5,1,0,3,0,1,0,8,4,4,0,5,2,0,2,6,4
3,3,5,1,7,4,3,1,2,5,7,2,1,0,3,9,9,7,1,4,0,6,5,5,4,4,2,5,10,5,2,2,3,2,5,3,1,2,7,5,1,14,3,8,0,3,1,1,2,5,2,4,6,9,1,1,2,7,0,5,4,2,5,3,8,7,0,10,6,5,2,2,3,0,9,6,1,2,1,0,5,5,3,0,6,1,0,3,0,2,0,9,6,4,0,7,3,1,2,8,5
4,5,6,1,7,4,4,1,3,10,8,3,0,0,3,10,11,7,2,5,0,5,5,6,5,4,2,6,11,6,4,3,5,3,7,5,1,2,7,7,1,16,5,9,1,4,2,1,2,5,2,5,8,9,2,1,2,8,0,5,4,2,7,4,11,7,0,12,7,6,2,2,5,0,10,6,1,2,2,1,8,8,3,0,8,1,1,4,0,4,0,9,7,6,0,8,7,2,2,7,5
5,7,9,1,8,5,5,1,4,13,8,3,0,1,2,11,13,7,2,8,0,5,6,7,6,5,3,6,11,7,4,4,5,3,8,7,1,3,8,7,1,17,7,10,1,4,2,2,3,6,3,8,10,10,3,2,4,9,3,5,4,2,7,5,12,8,0,15,9,8,3,4,6,0,11,7,1,4,3,3,9,9,4,0,8,1,2,4,1,4,1,11,7,7,0,9,8,2,2,9,6
6,11,9,1,10,6,6,1,4,15,9,4,0,1,3,13,14,9,3,8,0,5,8,8,6,6,3,8,12,9,4,5,6,4,8,9,1,3,8,8,1,19,8,14,1,5,2,2,2,8,3,11,10,11,3,4,5,10,4,8,4,3,9,5,14,9,0,20,11,9,3,5,7,1,12,8,2,5,5,3,11,9,4,0,9,1,2,4,1,4,1,11,8,7,2,9,8,2,4,9,6
7,11,10,1,12,7,6,1,7,15,11,4,0,1,4,13,14,10,3,9,0,5,8,10,5,6,2,8,12,11,5,5,6,4,10,9,1,3,8,11,1,21,8,14,1,7,2,3,2,8,3,13,10,9,3,4,6,13,5,9,3,4,10,6,15,10,0,21,12,10,4,7,7,1,13,11,2,7,5,4,12,9,6,0,11,1,2,4,1,5,1,12,10,7,1,12,8,4,4,10,6
8,12,12,1,14,8,8,1,9,16,12,4,0,1,5,13,15,11,3,11,0,8,10,13,5,6,2,10,13,12,5,5,8,4,11,10,1,3,10,12,0,22,10,15,1,9,2,3,2,7,3,15,9,9,3,5,8,13,5,10,4,4,11,6,14,10,0,22,14,10,5,7,7,1,13,12,1,7,5,6,12,10,6,0,11,1,2,4,1,5,1,13,12,8,1,14,10,4,4,10,7
9,12,12,1,16,8,8,1,11,19,13,4,0,1,5,12,15,11,2,13,0,9,12,15,5,6,2,9,17,13,5,5,9,4,14,13,1,4,11,12,0,23,10,16,1,11,2,3,3,8,3,17,11,9,4,5,10,13,5,11,6,6,11,7,14,11,0,23,14,11,4,9,7,1,14,12,2,8,5,7,12,10,6,0,11,1,2,4,1,5,1,17,13,8,1,14,11,6,4,11,7
10,13,13,2,18,10,10,1,10,19,15,5,1,1,6,12,14,11,2,15,0,9,16,18,5,8,2,11,18,15,8,5,9,5,15,15,1,3,13,13,0,23,11,16,1,13,2,3,3,10,3,20,11,10,5,6,10,13,5,12,6,7,12,8,15,13,0,23,13,11,4,9,9,1,15,13,2,10,5,8,12,10,6,0,11,1,2,5,1,4,1,17,14,9,1,16,13,7,4,10,7
