"time","species_1","species_2","species_3","species_4","species_5","species_6","species_7","species_8","species_9","species_10","species_11","species_12","species_13","species_14","species_15","species_16","species_17","species_18","species_19","species_20","species_21","species_22","species_23","species_24","species_25","species_26","species_27","species_28","species_29","species_30","species_31","species_32","species_33","species_34","species_35","species_36","species_37","species_38","species_39","species_40","species_41","species_42","species_43","species_44","species_45","species_46","species_47","species_48","species_49","species_50","species_51","species_52","species_53","species_54","species_55","species_56","species_57","species_58","species_59","species_60","species_61","species_62","species_63","species_64","species_65","species_66","species_67","species_68","species_69","species_70","species_71","species_72","species_73","species_74","species_75","species_76","species_77","species_78","species_79","species_80","species_81","species_82","species_83","species_84","species_85","species_86","species_87","species_88","species_89","species_90","species_91","species_92","species_93","species_94","species_95","species_96","species_97","species_98","species_99","species_100"
1,10,5,10,4,7,1,1,6,1,1,2,0,4,5,1,0,4,4,11,3,2,2,4,1,1,4,6,8,3,9,8,4,6,4,5,4,2,3,3,4,1,5,3,0,3,3,0,1,4,6,11,6,4,6,2,3,9,1,7,7,5,2,3,9,3,1,4,8,10,2,3,7,0,0,7,6,9,2,8,4,6,5,1,3,9,4,0,4,8,4,7,15,10,3,4,2,7,8,0,3
2,9,6,11,6,8,3,2,12,1,4,2,0,4,6,3,0,7,5,14,3,3,4,9,1,1,7,6,8,6,11,12,5,7,6,7,4,2,2,5,6,1,9,4,0,4,4,1,1,8,10,16,6,5,8,3,2,13,1,8,10,9,3,5,12,5,1,5,8,11,2,4,10,1,0,12,8,10,5,9,6,11,9,2,3,10,4,0,7,12,4,8,22,13,8,6,4,8,8,1,3
3,10,6,13,7,9,3,2,15,4,6,3,0,6,6,4,0,8,9,19,3,3,4,11,4,1,10,9,11,9,12,13,8,9,7,11,6,3,7,6,6,1,9,7,0,3,5,1,2,9,12,19,7,9,8,3,6,12,1,9,11,10,4,5,16,6,1,6,17,12,2,7,10,1,0,17,10,13,6,10,8,13,11,2,4,12,5,0,11,15,3,11,25,14,14,7,6,11,10,2,4
4,12,5,15,9,9,3,2,17,5,6,3,0,7,6,4,0,10,9,18,3,4,5,12,3,1,12,11,12,10,12,14,11,15,8,12,5,5,9,7,9,1,11,7,0,5,8,1,2,8,14,24,12,9,9,3,7,12,1,12,15,14,4,4,21,7,2,7,19,13,2,9,13,1,0,20,8,15,9,15,10,16,12,2,7,13,4,0,15,18,3,13,31,14,18,9,7,13,11,2,6
5,15,4,21,13,9,5,2,19,7,8,3,0,7,10,6,0,11,11,21,3,7,3,14,4,0,13,14,11,10,11,18,10,16,10,13,5,5,14,7,9,1,13,8,0,5,9,1,2,11,16,27,13,12,11,3,7,14,2,12,17,14,5,4,25,8,2,8,24,11,2,8,16,1,0,24,10,15,12,18,11,18,12,2,8,13,4,0,17,19,3,15,32,15,20,11,8,18,13,2,6
6,16,5,23,15,9,6,2,25,6,9,4,2,8,10,7,0,12,13,27,3,9,3,14,5,0,14,16,14,14,14,21,11,16,9,14,5,6,17,8,11,1,14,8,0,6,11,1,2,10,17,27,15,12,11,4,6,14,2,11,19,14,9,4,24,10,2,11,25,13,3,10,19,3,0,23,10,20,12,21,12,19,12,2,11,16,3,0,19,28,4,20,36,15,22,14,8,22,14,2,7
7,21,5,25,17,11,7,2,25,6,10,6,2,8,12,8,0,13,17,28,3,9,2,15,4,0,15,18,16,15,16,20,14,13,10,15,7,8,19,9,11,1,15,5,0,6,13,1,2,9,17,27,14,11,10,4,9,17,2,13,20,14,10,6,26,11,2,12,28,17,3,12,21,3,0,25,14,21,13,22,13,20,13,4,11,17,3,0,20,30,5,22,39,15,24,14,9,26,14,1,7
8,22,6,25,17,13,7,2,25,3,10,6,2,7,13,8,0,16,17,36,4,10,2,15,4,0,14,20,19,15,18,22,16,12,11,16,7,10,20,9,8,1,14,6,0,5,12,1,4,13,19,30,15,9,9,4,10,17,3,13,24,13,10,7,28,12,2,12,32,16,4,12,21,5,0,21,14,21,16,19,14,23,13,5,14,16,3,0,25,30,6,25,41,14,25,14,9,29,14,1,8
9,23,7,27,16,13,7,2,25,3,11,7,2,8,15,10,0,15,18,37,5,10,3,16,4,0,14,21,22,16,21,25,17,12,12,18,6,12,21,12,8,2,11,7,0,6,15,1,4,16,20,31,17,9,7,4,13,19,3,13,25,15,10,7,32,14,3,12,35,14,4,11,22,5,0,23,15,21,14,22,15,24,13,10,15,18,2,0,26,29,6,25,44,13,26,18,9,33,17,2,6
10,23,9,30,14,15,7,2,26,5,13,8,2,6,17,8,0,17,20,39,5,10,4,16,4,0,15,22,25,19,21,26,18,11,13,20,7,14,23,12,9,2,14,6,0,6,14,1,4,17,20,31,18,8,8,4,16,21,3,13,27,15,12,8,33,13,2,13,42,16,4,11,23,5,0,21,15,22,16,22,13,24,14,10,16,19,2,0,27,28,6,31,44,18,26,24,10,36,17,2,7
