time,species_1,species_2,species_3,species_4
1.42000E+01,8.58471E-03,2.06722E+00,1.45968E+01,9.96508E+01
1.42500E+01,8.88619E-03,2.07413E+00,1.44819E+01,9.99490E+01
1.43000E+01,8.78380E-03,2.02738E+00,1.46965E+01,9.93945E+01
1.43500E+01,8.99693E-03,2.07074E+00,1.48944E+01,1.00642E+02
1.44000E+01,9.12659E-03,2.05246E+00,1.51242E+01,9.85627E+01
1.44500E+01,8.81977E-03,2.04683E+00,1.53678E+01,1.00174E+02
1.45000E+01,8.50283E-03,2.06960E+00,1.49319E+01,9.92381E+01
1.45500E+01,8.25950E-03,2.07537E+00,1.54106E+01,9.98616E+01
1.46000E+01,8.47514E-03,2.14981E+00,1.48012E+01,1.00020E+02
1.46500E+01,8.23705E-03,2.08321E+00,1.49285E+01,9.89459E+01
1.47000E+01,8.15531E-03,2.12708E+00,1.52907E+01,1.00537E+02
1.47500E+01,7.86405E-03,2.11036E+00,1.52502E+01,1.00477E+02
1.48000E+01,7.93822E-03,2.08051E+00,1.52651E+01,9.85299E+01
1.48500E+01,7.80400E-03,2.15610E+00,1.48294E+01,9.91859E+01
1.49000E+01,7.68667E-03,2.16568E+00,1.52190E+01,9.96673E+01
1.49500E+01,7.62370E-03,2.19347E+00,1.54475E+01,1.00999E+02
1.50000E+01,7.61887E-03,2.16115E+00,1.51164E+01,1.00531E+02
1.50500E+01,7.71472E-03,2.22154E+00,1.54662E+01,9.89651E+01
1.51000E+01,7.62026E-03,2.17009E+00,1.54017E+01,9.99397E+01
1.51500E+01,7.37579E-03,2.14608E+00,1.49553E+01,9.88217E+01
1.52000E+01,7.36529E-03,2.14218E+00,1.53029E+01,9.90915E+01
1.52500E+01,7.38804E-03,2.15383E+00,1.52793E+01,1.00918E+02
1.53000E+01,7.40888E-03,2.17721E+00,1.52036E+01,1.00892E+02
1.53500E+01,7.54213E-03,2.12433E+00,1.47972E+01,9.92828E+01
1.54000E+01,7.40095E-03,2.15605E+00,1.55748E+01,9.92059E+01
1.54500E+01,7.29995E-03,2.15290E+00,1.54193E+01,1.00514E+02
1.55000E+01,7.50366E-03,2.17598E+00,1.52085E+01,1.01082E+02
1.55500E+01,7.36606E-03,2.18557E+00,1.54352E+01,9.92460E+01
1.56000E+01,7.30560E-03,2.16157E+00,1.53341E+01,1.01816E+02
1.56500E+01,7.30111E-03,2.13198E+00,1.50253E+01,1.02630E+02
1.57000E+01,6.98392E-03,2.08247E+00,1.47616E+01,9.99067E+01
1.57500E+01,6.78392E-03,2.00918E+00,1.47982E+01,1.00060E+02
1.58000E+01,6.69929E-03,2.00990E+00,1.51172E+01,1.00236E+02
1.58500E+01,6.65373E-03,2.01263E+00,1.46755E+01,9.92095E+01
1.59000E+01,6.45727E-03,2.01550E+00,1.47078E+01,1.00832E+02
1.59500E+01,6.54363E-03,1.95099E+00,1.42367E+01,1.00345E+02
1.60000E+01,6.52401E-03,1.85869E+00,1.43200E+01,1.00469E+02
1.60500E+01,6.60850E-03,1.84640E+00,1.47322E+01,9.91903E+01
1.61000E+01,6.57688E-03,1.79924E+00,1.47423E+01,1.00738E+02
1.61500E+01,6.61259E-03,1.83520E+00,1.50459E+01,9.97034E+01
1.62000E+01,6.59244E-03,1.82693E+00,1.50419E+01,1.00506E+02
1.62500E+01,6.55921E-03,1.81683E+00,1.53922E+01,1.00925E+02
1.63000E+01,6.67154E-03,1.90057E+00,1.53004E+01,9.93920E+01
1.63500E+01,6.68655E-03,1.88905E+00,1.47772E+01,9.89666E+01
1.64000E+01,6.78136E-03,1.83403E+00,1.49705E+01,1.00519E+02
1.64500E+01,6.77238E-03,1.84505E+00,1.48210E+01,1.00368E+02
1.65000E+01,6.76313E-03,1.86922E+00,1.47834E+01,1.01187E+02
1.65500E+01,6.84461E-03,1.89687E+00,1.49752E+01,9.85290E+01
1.66000E+01,6.59671E-03,1.96348E+00,1.49842E+01,1.00886E+02
1.66500E+01,6.61231E-03,1.93409E+00,1.54613E+01,9.89627E+01
1.67000E+01,6.72553E-03,1.89895E+00,1.52744E+01,9.97974E+01
1.67500E+01,6.81035E-03,1.94473E+00,1.53680E+01,1.00727E+02
1.68000E+01,7.13702E-03,1.93552E+00,1.55323E+01,1.00917E+02
1.68500E+01,7.32890E-03,1.90745E+00,1.53241E+01,9.78458E+01
1.69000E+01,7.64469E-03,1.97328E+00,1.51292E+01,1.02482E+02
1.69500E+01,7.47724E-03,1.97001E+00,1.48035E+01,1.00729E+02
1.70000E+01,7.49725E-03,1.94794E+00,1.51743E+01,1.01729E+02
1.70500E+01,7.48662E-03,1.92025E+00,1.51762E+01,1.00386E+02
1.71000E+01,7.46665E-03,1.91298E+00,1.50438E+01,9.99682E+01
1.71500E+01,7.45432E-03,1.95103E+00,1.46191E+01,1.02390E+02
1.72000E+01,7.31618E-03,1.98237E+00,1.45022E+01,9.97569E+01
1.72500E+01,7.22231E-03,2.03554E+00,1.46566E+01,1.00460E+02
1.73000E+01,7.48661E-03,2.04155E+00,1.49735E+01,9.98725E+01
1.73500E+01,7.38061E-03,2.03818E+00,1.49893E+01,9.99127E+01
1.74000E+01,7.43937E-03,2.00743E+00,1.49940E+01,1.00706E+02
1.74500E+01,7.66849E-03,2.01337E+00,1.53591E+01,1.00072E+02
1.75000E+01,7.57053E-03,1.95556E+00,1.54605E+01,1.01301E+02
1.75500E+01,7.63327E-03,1.87329E+00,1.51227E+01,9.92812E+01
1.76000E+01,7.69739E-03,1.88420E+00,1.49589E+01,1.00158E+02
1.76500E+01,7.66653E-03,1.92618E+00,1.50111E+01,9.93875E+01
1.77000E+01,7.58524E-03,1.87256E+00,1.52398E+01,1.01148E+02
1.77500E+01,7.35306E-03,1.88666E+00,1.53719E+01,1.00436E+02
1.78000E+01,7.22950E-03,1.92723E+00,1.47994E+01,9.99536E+01
1.78500E+01,7.08224E-03,1.95897E+00,1.46952E+01,9.99677E+01
1.79000E+01,7.12461E-03,1.90570E+00,1.46988E+01,1.01434E+02
1.79500E+01,7.15268E-03,1.98507E+00,1.48193E+01,1.00806E+02
1.80000E+01,6.98572E-03,1.99717E+00,1.54593E+01,9.85798E+01
1.80500E+01,7.35088E-03,1.94418E+00,1.54007E+01,9.88086E+01
1.81000E+01,7.32165E-03,2.00343E+00,1.52288E+01,1.00314E+02
1.81500E+01,7.31079E-03,1.98134E+00,1.54932E+01,1.00724E+02
1.82000E+01,7.49495E-03,2.01598E+00,1.60388E+01,1.00820E+02
1.82500E+01,7.39990E-03,2.02448E+00,1.56339E+01,9.98711E+01
1.83000E+01,7.32992E-03,2.05092E+00,1.53552E+01,1.01023E+02
1.83500E+01,7.50578E-03,2.11730E+00,1.53230E+01,9.94767E+01
1.84000E+01,7.56548E-03,2.16189E+00,1.48045E+01,1.01739E+02
1.84500E+01,7.54561E-03,2.08855E+00,1.49631E+01,9.87358E+01
1.85000E+01,7.58673E-03,2.12547E+00,1.52264E+01,1.00682E+02
1.85500E+01,7.64466E-03,2.10405E+00,1.50945E+01,9.94302E+01
1.86000E+01,7.59602E-03,2.09707E+00,1.47271E+01,9.95946E+01
1.86500E+01,7.45911E-03,2.13273E+00,1.45280E+01,9.87351E+01
1.87000E+01,7.44761E-03,2.08273E+00,1.47659E+01,1.00713E+02
1.87500E+01,7.57160E-03,2.06314E+00,1.55021E+01,1.00221E+02
1.88000E+01,7.53326E-03,2.06936E+00,1.51916E+01,1.00286E+02
1.88500E+01,7.33748E-03,2.08560E+00,1.52254E+01,1.00012E+02
1.89000E+01,7.24680E-03,2.10730E+00,1.52096E+01,9.92039E+01
1.89500E+01,7.38449E-03,2.03572E+00,1.49769E+01,1.00219E+02
1.90000E+01,7.24514E-03,1.96288E+00,1.48902E+01,1.00379E+02
1.90500E+01,7.13005E-03,2.02802E+00,1.54807E+01,9.92531E+01
1.91000E+01,6.99713E-03,2.01702E+00,1.47474E+01,9.94015E+01
1.91500E+01,7.30657E-03,2.02642E+00,1.47407E+01,9.93940E+01
1.92000E+01,7.31897E-03,2.04332E+00,1.56511E+01,9.90010E+01
1.92500E+01,7.29687E-03,2.01960E+00,1.56795E+01,9.91524E+01
1.93000E+01,7.55818E-03,2.01166E+00,1.54237E+01,1.00005E+02
1.93500E+01,7.39468E-03,1.97427E+00,1.54665E+01,9.92725E+01
1.94000E+01,7.47333E-03,2.00409E+00,1.52553E+01,9.89663E+01
1.94500E+01,7.47851E-03,1.92791E+00,1.47789E+01,9.93157E+01
1.95000E+01,7.38513E-03,1.94113E+00,1.49964E+01,1.00805E+02
1.95500E+01,7.52865E-03,1.96157E+00,1.51924E+01,9.98250E+01
1.96000E+01,7.45224E-03,1.96512E+00,1.49495E+01,9.94953E+01
1.96500E+01,7.31730E-03,1.96935E+00,1.49238E+01,9.92792E+01
1.97000E+01,7.25811E-03,1.89429E+00,1.47159E+01,1.00459E+02
1.97500E+01,7.15305E-03,1.89672E+00,1.51913E+01,1.00430E+02
1.98000E+01,7.09867E-03,1.89293E+00,1.52482E+01,9.92852E+01
1.98500E+01,7.29295E-03,1.85119E+00,1.49402E+01,1.00058E+02
1.99000E+01,7.42270E-03,1.80432E+00,1.52725E+01,1.01502E+02
