steady state,ts 2 slope,ts 2 std,ts 7 slope,ts 7 std,ts 3 slope,ts 3 std,ts 1 slope,ts 1 std,ts 0 slope,ts 0 std,ts 4 slope,ts 4 std,ts 5 slope,ts 5 std,ts 6 slope,ts 6 std,ts 8 slope,ts 8 std,ts 9 slope,ts 9 std,ts 10 slope,ts 10 std,ts 11 slope,ts 11 std,ts 12 slope,ts 12 std,ts 14 slope,ts 14 std,ts 13 slope,ts 13 std,ts 15 slope,ts 15 std,ts 16 slope,ts 16 std,ts 17 slope,ts 17 std,ts 18 slope,ts 18 std,ts 19 slope,ts 19 std
1.000E-03,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.680E+00,4.453E-02,-1.916E+00,4.967E-02,-1.916E+00,4.967E-02,-1.826E+00,4.442E-02,-1.826E+00,4.442E-02,-1.690E+00,4.730E-02,-1.730E+00,4.545E-02,-1.730E+00,4.545E-02,-1.730E+00,4.545E-02,-1.739E+00,4.009E-02,-1.739E+00,4.009E-02,-1.699E+00,4.483E-02,-1.952E+00,4.399E-02
1.023E-03,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.897E+00,4.885E-02,-1.847E+00,4.546E-02,-1.847E+00,4.546E-02,-1.691E+00,4.465E-02,-1.691E+00,4.465E-02,-1.637E+00,4.881E-02,-1.654E+00,4.535E-02,-1.654E+00,4.535E-02,-1.654E+00,4.535E-02,-1.716E+00,4.583E-02,-1.716E+00,4.583E-02,-1.913E+00,3.367E-02,-1.696E+00,4.297E-02
1.047E-03,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.810E+00,4.419E-02,-1.637E+00,1.852E-02,-1.637E+00,1.852E-02,-1.764E+00,4.510E-02,-1.764E+00,4.510E-02,-1.632E+00,3.178E-02,-1.455E+00,2.951E-02,-1.455E+00,2.951E-02,-1.455E+00,2.951E-02,-1.715E+00,4.779E-02,-1.715E+00,4.779E-02,-1.630E+00,4.245E-02,-1.807E+00,4.354E-02
1.072E-03,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.731E+00,4.707E-02,-1.688E+00,3.857E-02,-1.688E+00,3.857E-02,-1.784E+00,5.010E-02,-1.784E+00,5.010E-02,-1.759E+00,4.697E-02,-1.721E+00,4.611E-02,-1.721E+00,4.611E-02,-1.721E+00,4.611E-02,-1.784E+00,4.569E-02,-1.784E+00,4.569E-02,-1.664E+00,4.459E-02,-1.705E+00,2.816E-02
1.097E-03,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.700E+00,4.893E-02,-1.809E+00,4.590E-02,-1.809E+00,4.590E-02,-1.780E+00,4.024E-02,-1.780E+00,4.024E-02,-1.803E+00,4.206E-02,-1.676E+00,4.618E-02,-1.676E+00,4.618E-02,-1.676E+00,4.618E-02,-1.786E+00,4.636E-02,-1.786E+00,4.636E-02,-1.790E+00,3.879E-02,-1.801E+00,4.975E-02
1.122E-03,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.668E+00,2.848E-02,-1.752E+00,4.482E-02,-1.752E+00,4.482E-02,-1.776E+00,3.025E-02,-1.776E+00,3.025E-02,-1.821E+00,4.695E-02,-1.781E+00,2.231E-02,-1.781E+00,2.231E-02,-1.781E+00,2.231E-02,-1.802E+00,4.157E-02,-1.802E+00,4.157E-02,-1.702E+00,4.853E-02,-1.694E+00,4.498E-02
1.148E-03,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.657E+00,2.849E-02,-1.712E+00,4.331E-02,-1.712E+00,4.331E-02,-1.900E+00,4.537E-02,-1.900E+00,4.537E-02,-1.858E+00,4.357E-02,-1.665E+00,5.191E-02,-1.665E+00,5.191E-02,-1.665E+00,5.191E-02,-1.834E+00,4.441E-02,-1.834E+00,4.441E-02,-1.740E+00,2.952E-02,-1.967E+00,4.103E-02
1.175E-03,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.743E+00,3.933E-02,-1.523E+00,1.980E-02,-1.523E+00,1.980E-02,-1.781E+00,4.386E-02,-1.781E+00,4.386E-02,-1.640E+00,4.712E-02,-1.668E+00,4.257E-02,-1.668E+00,4.257E-02,-1.668E+00,4.257E-02,-1.690E+00,4.506E-02,-1.690E+00,4.506E-02,-1.810E+00,4.671E-02,-1.755E+00,2.967E-02
1.203E-03,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.836E+00,4.200E-02,-1.684E+00,4.388E-02,-1.684E+00,4.388E-02,-1.845E+00,3.988E-02,-1.845E+00,3.988E-02,-1.777E+00,4.320E-02,-1.641E+00,4.830E-02,-1.641E+00,4.830E-02,-1.641E+00,4.830E-02,-1.639E+00,4.611E-02,-1.639E+00,4.611E-02,-1.749E+00,4.269E-02,-1.573E+00,2.932E-02
1.231E-03,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.457E+00,3.501E-02,-1.771E+00,4.794E-02,-1.771E+00,4.794E-02,-1.771E+00,4.542E-02,-1.771E+00,4.542E-02,-1.802E+00,4.737E-02,-1.792E+00,3.682E-02,-1.792E+00,3.682E-02,-1.792E+00,3.682E-02,-1.771E+00,3.811E-02,-1.771E+00,3.811E-02,-1.597E+00,4.671E-02,-1.771E+00,4.604E-02
