steady state,ts 2 slope,ts 2 std,ts 7 slope,ts 7 std,ts 1 slope,ts 1 std,ts 3 slope,ts 3 std,ts 0 slope,ts 0 std,ts 4 slope,ts 4 std,ts 5 slope,ts 5 std,ts 6 slope,ts 6 std,ts 8 slope,ts 8 std,ts 9 slope,ts 9 std,ts 10 slope,ts 10 std,ts 11 slope,ts 11 std,ts 12 slope,ts 12 std,ts 14 slope,ts 14 std,ts 13 slope,ts 13 std,ts 15 slope,ts 15 std,ts 16 slope,ts 16 std,ts 17 slope,ts 17 std,ts 18 slope,ts 18 std,ts 19 slope,ts 19 std
1.000E-03,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-1.599E+00,2.242E-01,-2.243E+00,1.815E-01,-2.243E+00,1.815E-01,-2.125E+00,2.049E-01,-2.125E+00,2.049E-01,-1.260E+00,2.320E-01,-1.914E+00,1.964E-01,-1.914E+00,1.964E-01,-1.914E+00,1.964E-01,-1.720E+00,2.107E-01,-1.720E+00,2.107E-01,-1.475E+00,2.506E-01,-1.485E+00,1.888E-01
1.023E-03,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.867E+00,2.041E-01,-1.605E+00,2.069E-01,-1.605E+00,2.069E-01,-1.435E+00,1.800E-01,-1.435E+00,1.800E-01,-1.636E+00,2.163E-01,-1.626E+00,2.084E-01,-1.626E+00,2.084E-01,-1.626E+00,2.084E-01,-4.995E-01,1.778E-01,-4.995E-01,1.778E-01,-1.955E+00,1.071E-01,-7.715E-01,2.668E-01
1.047E-03,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.558E+00,1.740E-01,-1.462E+00,6.768E-02,-1.462E+00,6.768E-02,-1.561E+00,2.964E-01,-1.561E+00,2.964E-01,-1.171E+00,1.077E-01,-1.200E+00,7.241E-02,-1.200E+00,7.241E-02,-1.200E+00,7.241E-02,-2.249E+00,2.319E-01,-2.249E+00,2.319E-01,-1.433E+00,2.576E-01,-1.453E+00,2.143E-01
1.072E-03,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.384E+00,1.895E-01,-1.389E+00,1.970E-01,-1.389E+00,1.970E-01,-1.904E+00,2.389E-01,-1.904E+00,2.389E-01,-1.152E+00,2.367E-01,-1.539E+00,2.421E-01,-1.539E+00,2.421E-01,-1.539E+00,2.421E-01,-2.030E+00,2.170E-01,-2.030E+00,2.170E-01,-1.435E+00,2.145E-01,-1.414E+00,1.139E-01
1.097E-03,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.355E+00,2.417E-01,-1.860E+00,2.096E-01,-1.860E+00,2.096E-01,-1.513E+00,1.898E-01,-1.513E+00,1.898E-01,-1.466E+00,1.750E-01,-2.662E+00,2.291E-01,-2.662E+00,2.291E-01,-2.662E+00,2.291E-01,-1.593E+00,1.827E-01,-1.593E+00,1.827E-01,-1.461E+00,1.993E-01,-1.652E+00,1.808E-01
1.122E-03,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.132E+00,1.287E-01,-1.359E+00,2.034E-01,-1.359E+00,2.034E-01,-1.993E+00,1.205E-01,-1.993E+00,1.205E-01,-1.795E+00,2.566E-01,-1.563E+00,3.740E-02,-1.563E+00,3.740E-02,-1.563E+00,3.740E-02,-2.434E+00,2.340E-01,-2.434E+00,2.340E-01,-1.336E+00,2.262E-01,-9.164E-01,2.684E-01
1.148E-03,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.732E+00,7.894E-02,-1.221E+00,1.842E-01,-1.221E+00,1.842E-01,-2.401E+00,1.661E-01,-2.401E+00,1.661E-01,-2.056E+00,2.495E-01,-2.026E+00,1.889E-01,-2.026E+00,1.889E-01,-2.026E+00,1.889E-01,-2.202E+00,1.907E-01,-2.202E+00,1.907E-01,-8.720E-01,1.516E-01,-2.300E+00,2.206E-01
1.175E-03,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-1.083E+00,2.095E-01,-9.740E-01,7.110E-02,-9.740E-01,7.110E-02,-1.275E+00,2.032E-01,-1.275E+00,2.032E-01,-1.488E+00,2.445E-01,-1.172E+00,2.535E-01,-1.172E+00,2.535E-01,-1.172E+00,2.535E-01,-1.872E+00,2.903E-01,-1.872E+00,2.903E-01,-1.125E+00,2.352E-01,-1.176E+00,8.721E-02
1.203E-03,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-1.592E+00,1.825E-01,-7.728E-01,1.840E-01,-7.728E-01,1.840E-01,-1.346E+00,1.488E-01,-1.346E+00,1.488E-01,-1.487E+00,2.183E-01,-1.029E+00,2.422E-01,-1.029E+00,2.422E-01,-1.029E+00,2.422E-01,-1.133E+00,2.093E-01,-1.133E+00,2.093E-01,-1.629E+00,2.126E-01,-1.335E+00,7.711E-02
1.231E-03,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-7.938E-01,1.924E-01,-1.876E+00,1.921E-01,-1.876E+00,1.921E-01,-1.559E+00,2.232E-01,-1.559E+00,2.232E-01,-9.703E-01,2.100E-01,-1.795E+00,1.170E-01,-1.795E+00,1.170E-01,-1.795E+00,1.170E-01,-1.618E+00,6.888E-02,-1.618E+00,6.888E-02,-8.447E-01,2.030E-01,-1.189E+00,2.176E-01
