time,species_1,species_2,species_3,species_4,species_5
0.000E+00,0.000E+00,1.000E+00,1.000E+01,1.000E+02,1.000E+03
5.00000E-05,0.00000E+00,9.99206E-01,1.00372E+01,1.00264E+02,9.63655E+02
1.00000E-04,0.00000E+00,9.96781E-01,9.99564E+00,9.90787E+01,9.29284E+02
1.50000E-04,0.00000E+00,9.87602E-01,1.01062E+01,9.84259E+01,8.94147E+02
2.00000E-04,0.00000E+00,9.88774E-01,1.01787E+01,9.79716E+01,8.62317E+02
2.50000E-04,0.00000E+00,9.89059E-01,1.02504E+01,9.74743E+01,8.29141E+02
3.00000E-04,0.00000E+00,9.88873E-01,1.02498E+01,9.67457E+01,8.03340E+02
3.50000E-04,0.00000E+00,9.87737E-01,1.03197E+01,9.60019E+01,7.75322E+02
4.00000E-04,0.00000E+00,9.87231E-01,1.03914E+01,9.65445E+01,7.49776E+02
4.50000E-04,0.00000E+00,9.97150E-01,1.01967E+01,9.61532E+01,7.26538E+02
5.00000E-04,0.00000E+00,9.91025E-01,1.02205E+01,9.66698E+01,7.04758E+02
5.50000E-04,0.00000E+00,9.85579E-01,1.02666E+01,9.60715E+01,6.84558E+02
6.00000E-04,0.00000E+00,9.79601E-01,1.03505E+01,9.62085E+01,6.63636E+02
6.50000E-04,0.00000E+00,9.84700E-01,1.03779E+01,9.53605E+01,6.48521E+02
7.00000E-04,0.00000E+00,9.88574E-01,1.03842E+01,9.49229E+01,6.25642E+02
7.50000E-04,0.00000E+00,9.76041E-01,1.03624E+01,9.52129E+01,6.13641E+02
8.00000E-04,0.00000E+00,9.76080E-01,1.04265E+01,9.46534E+01,5.98646E+02
8.50000E-04,0.00000E+00,9.75035E-01,1.03318E+01,9.45193E+01,5.82680E+02
9.00000E-04,0.00000E+00,9.74939E-01,1.03685E+01,9.31100E+01,5.73948E+02
9.50000E-04,0.00000E+00,9.79654E-01,1.03207E+01,9.21655E+01,5.64976E+02
1.00000E-03,0.00000E+00,9.80021E-01,1.02637E+01,9.24267E+01,5.54506E+02
1.05000E-03,0.00000E+00,9.77006E-01,1.03246E+01,9.30339E+01,5.46936E+02
1.10000E-03,0.00000E+00,9.70272E-01,1.02970E+01,9.12852E+01,5.29818E+02
1.15000E-03,0.00000E+00,9.83357E-01,1.02004E+01,9.00068E+01,5.18323E+02
1.20000E-03,0.00000E+00,9.78653E-01,1.02331E+01,9.00890E+01,5.05986E+02
1.25000E-03,0.00000E+00,9.93651E-01,1.02838E+01,8.91581E+01,4.97615E+02
1.30000E-03,0.00000E+00,9.95519E-01,1.03605E+01,9.03987E+01,4.88068E+02
1.35000E-03,0.00000E+00,9.95522E-01,1.04036E+01,9.01222E+01,4.85023E+02
1.40000E-03,0.00000E+00,9.87938E-01,1.03535E+01,8.95420E+01,4.74689E+02
1.45000E-03,0.00000E+00,9.99917E-01,1.03359E+01,8.88517E+01,4.64817E+02
