time,species_1,species_2,species_3,species_4,species_5
0.000E+00,6.667E-03,1.500E-01,6.667E-01,1.500E+01,1.500E+02
5.00000E-05,6.68047E-03,1.49482E-01,6.70271E-01,1.48598E+01,1.47843E+02
1.00000E-04,6.62008E-03,1.48794E-01,6.76567E-01,1.47372E+01,1.48398E+02
1.50000E-04,6.54032E-03,1.48514E-01,6.80500E-01,1.46916E+01,1.47447E+02
2.00000E-04,6.53771E-03,1.49285E-01,6.81004E-01,1.47730E+01,1.46493E+02
2.50000E-04,6.49475E-03,1.49080E-01,6.79596E-01,1.48775E+01,1.47629E+02
3.00000E-04,6.48648E-03,1.50326E-01,6.84623E-01,1.48347E+01,1.46163E+02
3.50000E-04,6.50485E-03,1.51639E-01,6.91416E-01,1.48743E+01,1.45640E+02
4.00000E-04,6.44832E-03,1.52464E-01,6.87281E-01,1.47055E+01,1.45231E+02
4.50000E-04,6.39341E-03,1.52633E-01,6.84366E-01,1.47027E+01,1.44391E+02
5.00000E-04,6.38362E-03,1.51186E-01,6.78481E-01,1.46376E+01,1.44385E+02
5.50000E-04,6.36381E-03,1.51343E-01,6.86727E-01,1.48251E+01,1.43745E+02
6.00000E-04,6.38481E-03,1.50667E-01,6.88494E-01,1.47936E+01,1.43796E+02
6.50000E-04,6.40401E-03,1.51392E-01,6.84584E-01,1.49368E+01,1.43256E+02
7.00000E-04,6.39693E-03,1.52472E-01,6.84972E-01,1.50018E+01,1.43067E+02
7.50000E-04,6.40885E-03,1.52378E-01,6.81724E-01,1.52117E+01,1.42731E+02
8.00000E-04,6.44079E-03,1.51843E-01,6.72702E-01,1.52085E+01,1.42361E+02
8.50000E-04,6.41553E-03,1.50826E-01,6.72187E-01,1.52381E+01,1.41129E+02
9.00000E-04,6.40360E-03,1.51466E-01,6.71781E-01,1.52298E+01,1.41273E+02
9.50000E-04,6.35834E-03,1.50190E-01,6.74278E-01,1.51850E+01,1.39767E+02
1.00000E-03,6.36612E-03,1.49771E-01,6.70510E-01,1.51746E+01,1.40996E+02
1.05000E-03,6.32298E-03,1.50151E-01,6.67581E-01,1.51699E+01,1.40338E+02
1.10000E-03,6.32926E-03,1.50593E-01,6.66110E-01,1.50900E+01,1.38125E+02
1.15000E-03,6.32000E-03,1.50158E-01,6.63878E-01,1.49645E+01,1.37054E+02
1.20000E-03,6.35866E-03,1.48421E-01,6.66428E-01,1.47473E+01,1.36514E+02
1.25000E-03,6.35608E-03,1.47686E-01,6.75112E-01,1.46324E+01,1.36578E+02
1.30000E-03,6.28661E-03,1.46717E-01,6.77716E-01,1.45365E+01,1.36684E+02
1.35000E-03,6.27491E-03,1.42985E-01,6.79322E-01,1.47412E+01,1.36189E+02
1.40000E-03,6.31740E-03,1.43045E-01,6.77325E-01,1.46620E+01,1.37437E+02
1.45000E-03,6.26703E-03,1.42985E-01,6.77027E-01,1.47522E+01,1.35668E+02
1.50000E-03,6.25212E-03,1.42658E-01,6.82381E-01,1.47804E+01,1.35219E+02
1.55000E-03,6.30749E-03,1.42053E-01,6.76534E-01,1.48411E+01,1.34180E+02
1.60000E-03,6.32610E-03,1.42532E-01,6.74308E-01,1.48399E+01,1.33806E+02
1.65000E-03,6.30275E-03,1.44636E-01,6.70781E-01,1.49049E+01,1.33811E+02
